EIN,NAME,STREET,CITY,STATE,ZIP,INCOME_AMT,ASSET_AMT
931092929,BARVIEW AREA CHARLESTON AREA PARK ASSOCIATION,PO BOX 2,COOS BAY,OR,97420-0001,21944,507462
931298303,FIREBARE,PO BOX 1664,NEWPORT,OR,97365-0122,21845,54752
453345126,SOUTHERN OREGON YOUTH PROGRAMS INCORPORATED,PO BOX 1453,SHADY COVE,OR,97539-1453,21778,16060
930525068,ILLINOIS VALLEY WELLNESS RESOURCES,PO BOX 669,CAVE JUNCTION,OR,97523-0669,21547,382194
930871543,HOUSE OF ZION LUTHERAN CHURCH,344 BRADLEY ST,WOODBURN,OR,97071-5734,21429,162
814331870,WALLOWA LAKE TOURISM ASSOCIATION,PO BOX 853,JOSEPH,OR,97846-0853,21413,34556
472013279,PROFESSIONAL BUSINESS DEVELOPMENT GROUP,2009 NE EDGEWATER DR,PORTLAND,OR,97211-1686,21375,22091
811360227,GLOBAL REDEMPTION,PO BOX 2363,BEND,OR,97709-2363,21357,9074
931094863,DOUGLAS COUNTY SCOTTISH SOCIETY,1224 NE WALNUT ST PMB 167,ROSEBURG,OR,97470-2026,21341,26819
931031070,KIDS ON THE BLOCK,600 NE EVANS ST,MCMINNVILLE,OR,97128-3924,21309,613328
271794626,IGLESIA PENTECOSTAL LA REVELACION DE CRISTO,3193 SILVERTON RD NE,SALEM,OR,97301-8658,20816,25941
753126440,SPRAY COMMUNITY SCHOOL EDUCATION ASSOCIATION,PO BOX 64,SPRAY,OR,97874-0064,20793,28898
475311752,FRIENDS OF THE SHERWOOD CENTER FOR THE ARTS,PO BOX 924,SHERWOOD,OR,97140-0924,20791,19834
841643891,OREGON AREA DISTRICT COUNCIL,2435 NW FRONT AVENUE,PORTLAND,OR,97209-1824,20533,26446
454503149,SECOND CHANCE BIRD RESCUE & REHAB WEST COAST DIVISION,19804 DAYTON ROAD,BEND,OR,97703-0000,20453,1205
202273354,MID-COLUMBIA VETERANS MEMORIAL COMMITTEE INC,812 W 6TH ST,THE DALLES,OR,97058-1102,20367,6662
276773967,CHARLES R CHANDLER TRUST,PO BOX 2305,SALEM,OR,97308-2305,20304,159437
462820281,PACIFIC NORTH WEST TOOL COLLECTORS,PO BOX 160,BEAVERTON,OR,97075-0160,20269,29170
460927855,KAIROS ACTION USA,PO BOX 304,CARLTON,OR,97111-0304,20182,19709
311522026,LANGDON LAKE WATER COOPERATIVE,PO BOX 1046,PENDLETON,OR,97801-0650,20128,121740
472574704,CENTRAL FFA ALUMNI ORGANIZATION,PO BOX 314,INDEPENDENCE,OR,97351-0314,20123,28670
465178920,FORUM86,12554 NW NAOMI LN,PORTLAND,OR,97229-2469,20105,55429
812713515,PILE OF PUPPIES,16055 SW WALKER RD STE 318,BEAVERTON,OR,97006-4942,20066,12003
471079547,CASCADE YOUTH BASEBALL INC,21 S 7TH ST,CENTRAL POINT,OR,97502-2407,20009,3375
813036802,TOFURKY FAMILY FOUNDATION,PO BOX 483,HOOD RIVER,OR,97031-0016,20000,33389
352585335,SAFEBUILD ALLIANCE FOUNDATION,3463 SW BINFORD WAY,GRESHAM,OR,97080-8527,20000,12500
931119213,G R E A T CORP,530 E MAIN,JOHN DAY,OR,97845-1285,19987,70357
611524236,NORTHWEST FOOD PROCESSORS EDUCATION AND RESEARCH INSTITUTE,8338 NE ALDERWOOD RD STE 160,PORTLAND,OR,97220-6811,19916,555858
936039389,PTA OREGON CONGRESS,17625 SE FOSTER RD,GRESHAM,OR,97080-3326,19911,13029
262713287,TREVA HOFFMAN FOUNDATION FOR BREAST CANCE RESEARCH AND PATIENT,PO BOX 367,WINCHESTER,OR,97495-0367,19786,63866
462204806,CANTICO SINGERS,PO BOX 531,SHERWOOD,OR,97140-0531,19729,11907
931320379,THE ABBYS LEGENDARY PIZZA FOUNDATION,1960 RIVER RD,EUGENE,OR,97404-2502,19700,59
800756488,BICYCLE RE-SOURCE OF BEND,2669 SE TWIN KNOLLS DRIVE,BEND,OR,97701-0000,19589,312
237590334,ANCIENT FREE & ACCEPTED MASONS OF OREGON,65267 HULL LN,IMBLER,OR,97841-8111,19582,11890
943200193,OBUKAN KENDO CLUB INC,4130 SW 117TH AVE ROOM 246,BEAVERTON,OR,97005-5606,19578,12299
931115801,PARENTS AND TEACHERS FOR BARNES,13730 SW WALKER RD,BEAVERTON,OR,97005-1016,19568,67804
930751684,DILLINGHAM MINISTRIES,PO BOX 284,COTTAGE GROVE,OR,97424-0010,19510,0
237020094,CANBY HISTORICAL SOCIETY,PO BOX 160,CANBY,OR,97013-0160,19505,141760
261985641,GRAYMOR CHARITABLE FOUNDATION,4888 NW BETHANY BLVD SUITE I2-271,PORTLAND,OR,97229-9260,19502,74137
930810431,LANE COUNTY AUDUBON SOCIETY,PO BOX 5086,EUGENE,OR,97405-0086,19285,119831
201037860,CADDIES 4 CURE,13500 SW PACIFIC HWY PMB 132,TIGARD,OR,97223-4804,19205,68399
800369743,BIKERS HAVE HEART,3846 S PACIFIC HWY,MEDFORD,OR,97501-8916,19103,10016
472470494,BEND RECOVERY HOME,PO BOX 309,BEND,OR,97709-0309,18867,455191
936031141,MYRTLE POINT SPORTMANS CLUB INC,PO BOX 357,MYRTLE POINT,OR,97458-0357,18755,42292
931250973,ASIAN WOMEN AND CHILDREN CENTERS INC,1415 N ROSA PARKS WAY,PORTLAND,OR,97217-4863,18588,20733
911625257,THE SWANK M S FOUNDATION,19488 ORCHARD GROVE DR,OREGON CITY,OR,97045-7129,18582,6200
432015371,SHERWOOD HISTORICAL SOCIETY,22552 SW PARK ST,SHERWOOD,OR,97140-9095,18467,53967
264788438,IATSE LOCAL 28 EMPLOYERS TRAINING TRUST,3645 SE 32ND AVE,PORTLAND,OR,97202-3019,18191,70157
911822239,WINNOWSKI FAMILY CHARITABLE FOUNDATION INC,557 2ND ST,LAKE OSWEGO,OR,97034-3128,18065,72098
300568275,ROCK OF AGES ENDOWMENT INC,15655 SW ROCK OF AGES RD,MCMINNVILLE,OR,97128-8531,18063,156667
931303510,WALLOWA COUNTY BUSINESS FACILITATION,PO BOX 995,JOSEPH,OR,97846-0995,18012,81220
201362997,COLUMBIA GORGE ENVIRONMENTAL FOUNDATION,4921 SW HEWETT BLVD,PORTLAND,OR,97221-2204,17889,1494918
264324314,CENTER FOR ARCHITECTURE,403 NW 11TH AVE,PORTLAND,OR,97209-2903,17827,3202
930858034,BANKS BUXTON ELEMENTARY SCHOOLS PARENT TEACHER ORGANIZATION,PO BOX 515,BANKS,OR,97106-0515,17797,29298
300125019,TRUE NORTH INC,PO BOX 997,CLACKAMAS,OR,97015-0997,17793,10920
931258849,LESH-HAMMERSLEY MANPOWER MEMORIAL TRUST,22235 BUTTEVILLE RD NE,AURORA,OR,97002-9734,17755,128599
900474733,LAKE OSWEGO JUNIOR BASEBALL,PO BOX 2074,LAKE OSWEGO,OR,97035-0635,17690,554
931214695,SWEDISH SCHOOL IN PORTLAND,CO ANNA SEGERSTAD,PORTLAND,OR,97219-0000,17688,15523
911750848,BENTON COUNTY VETERANS MEMORIAL INC,922 NW CIRCLE BLVD PMB 189,CORVALLIS,OR,97330-1483,17653,102690
263876947,BRANCHES FOUNDATION,61370 CULTUS LAKE CT,BEND,OR,97702-9275,17503,87180
811131487,MOUNTAIN VIEW MIDDLE PTO,17500 SW FARMINGTON RD,BEAVERTON,OR,97007-3209,17409,7540
931313759,PENDLETON AIR MUSEUM,PO BOX 639,PENDLETON,OR,97801-0639,17318,27130
811047947,AMERICAN LEGION AUXILIARY UNIT 122 FOUNDATION,PO BOX 502,CANBY,OR,97013-0502,17300,303825
930875493,OREGON STATE RIFLE ASSOCIATION,PO BOX 1476,WILSONVILLE,OR,97070-1476,17226,103391
200673928,SAGEBRUSHERS ART SOCIETY INC,117 SW ROOSEVELT AVE,BEND,OR,97702-1427,17188,24002
136020675,SARA ROBY FOUNDATION,18138 SW SHADY MEADOW CT,BEAVERTON,OR,97007-6764,17171,121202
931265673,GEORGE & LILLIAN BOGARDUS MEMORIAL TRUST FUND,PO BOX 1264,CANBY,OR,97013-1264,17066,222411
474545007,VETERANS GOLF CLUB OF SOUTHERN OREGON,PO BOX 503141,WHITE CITY,OR,97503-0815,17025,3938
367209834,THE@WILLIAM A SCHMIDT AND CAROLYN B SCHMIDT CHARITABLE FOUNDATION,61581 HARDIN MARTIN CT,BEND,OR,97702-3702,17005,59605
930824786,NURSING MOTHERS COUNSEL INC,818 SW 3RD AVE STE 372,PORTLAND,OR,97204-2405,16979,13152
930671244,ST PAUL MISSION HISTORICAL SOCIETY,PO BOX 158,ST PAUL,OR,97137-0158,16977,223453
208188262,RON DURETTE SCHOLARSHIP FUND,PO BOX 1037,MADRAS,OR,97741-0134,16879,150883
472595190,SCHWEINFURTH FAMILY FOUNDATION,5800 NW SKYLINE BLVD,PORTLAND,OR,97229-1304,16871,217449
930790718,PRAIRIE CITY SENIOR CITIZENS,PO BOX 873,PRAIRIE CITY,OR,97869-0873,16853,171198
271592836,WILLAMETTE VALLEY HISPANIC CHAMBER OF COMMERCE,1605 FAIRGROUNDS RD NE,SALEM,OR,97301-7130,16816,35371
900085661,ZIONS PATHWAYS,PO BOX 1941,PRINEVILLE,OR,97754-0169,16808,7268
465673059,HERMISTON ROTARY CLUB FOUNDATION,PO BOX 142,HERMISTON,OR,97838-0142,16748,147417
270256545,OUR FOSTER KIDS INC,1252 NW 6TH ST STE 9,GRANTS PASS,OR,97526-1279,16723,249338
364799710,FOOTHILLS RESCUE & REHABILITATION,PO BOX 564,FOREST GROVE,OR,97116-0564,16721,3480
931303957,JOHN MCLOUGHLIN ELEMENTARY PTSO,19230 S END RD,OREGON CITY,OR,97045-9753,16690,45030
931287776,GOSPEL RESCUE MISSION OF GRANTS PASS FOUNDATION INC,PO BOX 91,GRANTS PASS,OR,97528-0008,16595,190104
930700028,WHEELS OF JOY,390 SE CHURCH ST,SUBLIMITY,OR,97385-9714,16595,144033
272495880,BABY SAFE INTERNATIONAL INC,4676 COMMERCIAL ST SE,SALEM,OR,97302-1902,16329,5
136271781,JEAN HOUSTON FOUNDATION,PO BOX 3330,ASHLAND,OR,97520-0311,16154,15039
611781080,WESTERN OREGON RADIO CLUB INC,PO BOX 2259,BEAVERTON,OR,97075-2259,16149,27987
911796288,CAMPBELL-WALLACE FOUNDATION,27411 SW CAMPBELL LN,WEST LINN,OR,97068-9530,16049,130104
942722106,KERRY FOUNDATION,445 SUNSET BEACH RD,KLAMATH FALLS,OR,97601-9308,16008,66942
930821839,SHERWOOD SENIOR CITIZENS INC,21907 SW SHERWOOD BLVD,SHERWOOD,OR,97140-9326,15894,107300
930553521,DEW VALLEY CLUB INCORPORATED,48028 HIGHWAY 101,BANDON,OR,97411-8255,15855,110829
272885958,SOUTHRIDGE SKYHAWKS YOUTH LACROSSE INC,14845 SW MURRAY SCHOLLS DRIVE,BEAVERTON,OR,97007-9237,15850,33811
383895453,LANE HAITIAN RELIEF,4557 KIWANDA ST,FLORENCE,OR,97439-9139,15678,4444
931282271,MARK AND LINDA HARRIS FOUNDATION,1805 HIGHLAND DR,LA GRANDE,OR,97850-3209,15649,126954
465142085,OREGON COFFEE BOARD,PO BOX 15161,PORTLAND,OR,97293-5161,15414,39690
931039552,AMERICAN INSTITUTE OF GRAPHIC ARTS,107 SE WASHINGTON ST STE 255,PORTLAND,OR,97214-2133,15351,43726
204763521,OREGON CENTER FOR CHRISTIAN VALUES,PO BOX 11567,PORTLAND,OR,97211-0567,15318,11208
931283146,PIONEER HERITAGE ACADEMY,14631 NW ASH ST,PORTLAND,OR,97231-2620,15261,18963
931210299,WOMENS EMPOWERMENT PARTNERSHIP INC,3515 MILL ST,EUGENE,OR,97405-3864,15256,2091
930910234,ROAD RUNNERS CLUB OF AMERICA,PO BOX 1001,COOS BAY,OR,97420-0221,15183,18193
203502211,BLACKSOX BASEBALL,PO BOX 1763,OREGON CITY,OR,97045-0763,15159,6622
911790733,LAB BAND PROGRAM ASSOCIATION,PO BOX 1608,NORTH BEND,OR,97459-0091,15127,188233
943152616,BLUE MOUNTAIN CONFERENCE CENTER FOUNDATION,C/O BRENT GUNDERSON 1121 ADAMS AVE,LA GRANDE,OR,97850-0000,15000,21495
300495445,PATRICIA ZOLINE FAMILY FOUNDATION,240 NUTLEY ST,ASHLAND,OR,97520-2703,15000,15000
30443752,QUANTICO MARINE ATHLETES,6883 SW GREENWICH DR,PORTLAND,OR,97225-6052,14966,19539
931032535,CROSSROADS OF OREGON INC,3485 W 1ST AVE,EUGENE,OR,97402-5449,14915,6229
812875088,CROSSROADS RANCH OF HARNEY COUNTY,PO BOX 327,BURNS,OR,97720-0327,14875,224006
450572504,CJ HORTON FAMILY FOUNDATION,1118 SPRING ST,MEDFORD,OR,97504-6272,14808,112355
931224062,PHILIPPINE AMERICAN CHAMBER OF COMMERCE OF OREGON,5424 N MICHIGAN AVE,PORTLAND,OR,97217-2224,14624,29377
936031416,IZAAK WALTON LEAGUE OF AMERICA INC,PO BOX 203,SILVERTON,OR,97381-0203,14616,35019
453615242,ASSOCIATION FOR RESALE INNOVATION,312 SW 3RD ST,CORVALLIS,OR,97333-4627,14550,18162
263438492,ROGUE RIVER VALLEY UNIVERSITY CLUB SCHOLARSHIP FOUNDATION,1175 E MAIN ST,MEDFORD,OR,97504-7499,14541,75096
931221459,OREGON CHAMBER PLAYERS,PO BOX 55415,PORTLAND,OR,97238-5415,14444,3796
454153612,SAM ELKINS MEMORIAL FUND FOUNDED IN MEMORY OF SAMUEL ISAAC ELKINS,11700 SE SOLOMON CT,HAPPY VALLEY,OR,97086-6872,14407,17971
830349515,VINE GRANTS INC,69918 RUCKLE RD,SUMMERVILLE,OR,97876-8146,14405,37877
510209468,OREGON ASSOCIATION OF NURSERYMEN FOUNDATION,29751 SW TOWN CENTER LOOP W,WILSONVILLE,OR,97070-9774,14224,473840
465142735,WORDCASTER INC,670 MASON WAY,MEDFORD,OR,97501-1340,14114,94849
930785505,PENDLETON CITY CLUB,PO BOX 522,PENDLETON,OR,97801-0522,13973,8534
274481321,FRIENDS OF ST JOSEPHS,PO BOX 457,JACKSONVILLE,OR,97530-0457,13908,16171
911817860,MUSIC EDUCATION ASSISTANCE PROJECT INC,325 NE 20TH AVE,PORTLAND,OR,97232-2804,13723,24918
931207370,PINEHURST SCHOOL FOUNDATION,PO BOX 3354,ASHLAND,OR,97520-0312,13709,58901
263253246,LIFE TO THE MAX FOUNDATION,1620 COUNTRY CMNS,LAKE OSWEGO,OR,97034-2151,13698,27680
463547048,BATTLE BUDDIES OF CENTRAL OREGON,PO BOX 1290,REDMOND,OR,97756-0305,13638,1735
251842951,ZEVE FAMILY FOUNDATION INC,2710 SISKIYOU BLVD,ASHLAND,OR,97520-9514,13544,826298
20696828,MCCARGAR FAMILY FOUNDATION,3613 NE MALLORY AVE,PORTLAND,OR,97212-2044,13516,49303
464016950,OREGON CRAFT BEVERAGE COUNCIL,80854 TERRITORIAL HWY,EUGENE,OR,97405-9715,13511,74917
936032421,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OREGON,PO BOX 1161,ONTARIO,OR,97914-0138,13436,123601
270187676,BUILDING PARTNERS FOR AFFORDABLE HOUSING,1051 NE 4TH ST,BEND,OR,97701-4536,13420,1279840
931325993,GREG MERRITT COMMUNITY SCHOLARSHIP FOUNDATION INC,1214 NE STEINS PILLAR DR,PRINEVILLE,OR,97754-1596,13367,100811
931314220,YAMHILL COMMUNITY CLUB,PO BOX 293,YAMHILL,OR,97148-0293,13344,32012
208915936,SCRI FITNESS CENTER,777 STANTON BLVD,ONTARIO,OR,97914-8335,13266,31733
453863698,BRODY BORLAUG FOUNDATION,4326 SW 55TH PL,PORTLAND,OR,97221-2000,13260,12481
562298481,VIETNAMESE BUDDHIST CULTURAL CENTER THIEN QUANG TEMPLE,10751 NE FARGO ST,PORTLAND,OR,97220-2760,13250,49319
931253547,OREGON TELECOMMUNICATIONS ASSOCIATION SCHOLARSHIP FOUNDATION,777 13TH ST SE STE 120,SALEM,OR,97301-4038,13191,96528
931059448,PAT GILLETTE MEMORIAL SCHOLARSHIP FUND INC,301 CATHERINE AVE,MILTON FRWTR,OR,97862-1814,13111,111035
931314273,HEALTH CARE FOR ALL OREGON-ACTION,1443 SE 122ND AVE,PORTLAND,OR,97233-1204,13000,15107
320395416,RENA ALICE HUPPERICH EDUCATIONAL FOUNDATION,280 N COLLIER ST,COQUILLE,OR,97423-1833,12850,200790
465023328,INTERNATIONAL ASSOCIATION OF WORKFORCE PROFESSIONALS - OREGON C,PO BOX 7625,SALEM,OR,97303-0118,12745,21936
203828872,CENTRAL OREGON MEDICAL SOCIETY INC,PO BOX 6491,BEND,OR,97708-6491,12742,16699
474727605,WEIMARANER FOUNDATION FUND,75485 MESERVE RD,RAINIER,OR,97048-3016,12701,280391
930976486,THE ASTORIA REGATTA RIEDEL SCHOLARSHIP ENDOWMENT FUND,PO BOX 93,ASTORIA,OR,97103-0093,12635,98619
510653869,THE EPISCOPAL CHURCH OF THE TRANSFIGURATION FOUNDATION,PO BOX 130,SISTERS,OR,97759-0130,12623,247853
936030780,KIWANIS FOUNDATION OF KLAMATH FALLS INC,PO BOX 1507,KLAMATH FALLS,OR,97601-0082,12527,138462
204005130,EMERGENCY EQUIPMENT SOLUTIONS INC,33983 RYE GRASS LN,BURNS,OR,97720-2717,12332,66401
464591707,A SOCIAL IGNITION,4322 SW DICKINSON ST,PORTLAND,OR,97219-7456,12317,1874
320243477,IMBLER EDUCATION FOUNDATION INC,PO BOX 95,IMBLER,OR,97841-0095,12291,137621
814624043,OREGON RURAL HEALTH INITIATIVE,1121 SW SALMON ST STE 100,PORTLAND,OR,97205-2020,12260,24217740
931281780,GRANT COUNTY FAMILY HERITAGE FOUNDATION,PO BOX 6,SENECA,OR,97873-0006,12217,21429
931256947,HISTORIC MEACHAM HOTEL AND RETREAT CENTER INC,PO BOX 35,MEACHAM,OR,97859-0035,12202,411
811454455,OPAL FOUNDATION,10140 SW ALLEN BLVD STE A,BEAVERTON,OR,97005-4151,12095,19959
930933074,ROTARY INTERNATIONAL,PO BOX 11625,PORTLAND,OR,97211-0625,12022,8615
455581797,COTTAGE GROVE COMMUNITY DEVELOPMENT CORPORATION,PO BOX 1084,COTTAGE GROVE,OR,97424-0047,12000,1657
814182290,WASHINGTON COUNTY PIT BULLS INC,1464 SE 37TH AVE,HILLSBORO,OR,97123-7723,11946,3588
931221179,FRIENDS OF LANGLOIS PUBLIC LIBRARY,PO BOX 277,LANGLOIS,OR,97450-0277,11883,48627
931308422,MYRA CAMILLE HOLLAND FOUNDATION,26855 SW CAMPBELL LN,WEST LINN,OR,97068-9531,11805,22617
936022991,VERNE CATT MCDOWELL CORPORATION,432 FERRY ST SW,ALBANY,OR,97321-2369,11746,245377
936032315,BETHANY MEMORIAL CEMETERY,515 MCBRIDE ST,SAINT HELENS,OR,97051-2828,11733,281577
953274013,CALIFORNIA PODIATRIC MEDICAL,1581 NW JOHN FREMONT ST,BEND,OR,97703-5697,11728,15243
371450438,TILLAMOOK REVITALIZATION ASSOCIATION INC,208 MAIN AVE,TILLAMOOK,OR,97141-2220,11626,15654
936032318,BORING VOLUNTEER FIRE DEPARTMENT,11300 SE FULLER RD,MILWAUKIE,OR,97222-1124,11609,33684
930912572,MID COLUMBIA GORGE AMERICAN LEGION BASEBALL INC,PO BOX 1397,THE DALLES,OR,97058-8002,11442,12625
930695078,PEOPLE TO PEOPLE MINISTRIES INC,PO BOX 2221,CLACKAMAS,OR,97015-2221,11359,428708
270321473,ASSIST LOCAL FOUNDATION,PO BOX 989,COOS BAY,OR,97420-0220,11104,1030
931083228,CENTER OF DESIGN FOR AN AGING SOCIETY,3933 NE ROYAL CT,PORTLAND,OR,97232-2672,11083,11108
371498455,OREGON NATIONAL GUARD CHARITABLE EDUCATION FUND INC,PO BOX 14350,SALEM,OR,97309-5047,11079,250292
810816779,WAGONTIRE RANGELAND PROTECTION ASSOCIATION,PO BOX 537,HINES,OR,97738-0537,10955,24650
943179354,UNIVERSITY CLUB FOUNDATION INC,1225 SW 6TH AVE,PORTLAND,OR,97204-1001,10879,165225
936030802,OREGON AMATEUR TRAPSHOOTING ASSN,PO BOX 846,SELMA,OR,97538-0846,10833,21387
300110884,ALVORD TAYLOR FOUNDATION,72B CENTENNIAL LOOP STE 200,EUGENE,OR,97401-2446,10790,392902
300088162,HEAREXCHANGE FOUNDATION,1232 W MAIN ST,COTTAGE GROVE,OR,97424-1916,10736,1
911859464,LOWER UMPQUA HOSPITAL FOUNDATION,600 RANCH RD,REEDSPORT,OR,97467-1720,10721,151840
611671854,WILLAMETTE VALLEY SOCIETY OF ECHOCARDIOGRAPHY,PO BOX 425,LAKE OSWEGO,OR,97034-0425,10681,3578
331118832,CURRY WATERSHEDS NONPROFIT,PO BOX 1614,GOLD BEACH,OR,97444-1614,10500,54556
473202101,CORVALLIS GUITAR SOCIETY,425 SW MADISON AVE SUITE I-1,CORVALLIS,OR,97333-4871,10376,1949
931223362,ENGELMANN FOUNDATION,PO BOX 448,EUGENE,OR,97440-0448,10338,78865
205786825,OREGON VOLLEYBALL ACADEMY,2221 NW HIGH LAKES LOOP,BEND,OR,97703-6973,10258,0
474626578,WILLAMALANE PARK FOUNDATION,250 S 32ND ST,SPRINGFIELD,OR,97478-6302,10154,46369
274317402,I-M COMMUNITY,18 S GUN CLUB RD,INDEPENDENCE,OR,97351-1119,10145,1713
203503022,WORKMAN INTERNATIONAL CHARITABLE FOUNDATION INC,2470 ROBERTSON BRIDGE RD,GRANTS PASS,OR,97526-7232,10143,137464
943217293,NORTHWEST LAND CONSERVATION TRUST,PO BOX 831,SALEM,OR,97308-0831,10098,289821
931234370,JARVEY-MCCORD FOUNDATION,7212 S SEVEN OAKS LN,CANBY,OR,97013-9531,10036,306556
930396580,MOONSHINE DITCH COMPANY,62456 BOWERMAN RD,JOSEPH,OR,97846-8119,10035,16304
260544424,JANET E BOWEN FOUNDATION,1331 NW LOVEJOY ST STE 775,PORTLAND,OR,97209-2987,10024,44310
330801318,COMMUNITY EQUESTRIAN PATROL,5159 LACEY ST N,KEIZER,OR,97303-4004,10000,252
352451593,DUNN CARNEY CARES INC,851 SW 6TH AVE STE 1500,PORTLAND,OR,97204-1352,9935,18227
562305402,CONCERNED FATHERS AGAINST CRIME INC,233 ROGUE RIVER HWY 172,GRANTS PASS,OR,97527-1600,9929,3298
260323736,TAKOHACHI INC,2619 SE 63RD AVE,PORTLAND,OR,97206-1332,9907,13744
464345524,MIOLIGHT,1630 SE HOLLY ST,PORTLAND,OR,97214-4823,9900,15041
273513949,FIRST RESPONDERS INTERNATIONAL,69300 LADIGO,SISTERS,OR,97759-9543,9804,29477
930862401,LINCOLN COUNTY SHERIFFS MOUNTED POSSE,C/O LYLE MATTSON 107 N COAST HWY,NEWPORT,OR,97365-0000,9780,62836
931248930,OREGON PYTHIAN CONTINUING EDUCATION FUND,332 MEADOW VIEW RD,FOREST GROVE,OR,97116-1381,9772,86301
930195935,INLANDBOATMANS UNION OF THE PACIFIC COLUMBIA RIVER REGION DEATH BEN PL,2435 NW FRONT ST,PORTLAND,OR,97209-1824,9757,329316
465606823,GOD IS LOVE INC,4430 SE 114TH AVE,PORTLAND,OR,97266-2247,9750,346
270360647,DREAMS HOPE & FAITH FOUNDATION,94589 NORTH BANK ROGUE ROAD,GOLD BEACH,OR,97444-0000,9737,7019
204857327,BLACK ROCK MOUNTAIN BIKEASSOCIATION,PO BOX 368,SALEM,OR,97308-0368,9622,11721
931048886,HENDERSON HOUSE FOUNDATION,PO BOX 554,MCMINNVILLE,OR,97128-0554,9417,384114
954742537,MARY ANGIOLA FOUNDATION,2065 NW TWILIGHT DR,BEND,OR,97703-5403,9322,89510
161723839,OREGON COURT SECURITY OFFICERS,50700 BANKSTON RD,SCAPPOOSE,OR,97056-3901,9306,169989
473612482,ALOHA COMMUNITY FARMERS MARKET,17675 SW FARMINGTON RD PMB 509,ALOHA,OR,97007-3248,9223,483
800025789,ADVOCATES FOR SUSTAINABLE ANIMAL POPULATIONS,1744 KIMBERLY DR,KLAMATH FALLS,OR,97603-5330,9212,6414
931274419,CASCADE MYCOLOGICAL SOCIETY,1292 HIGH ST PMB 142,EUGENE,OR,97401-3238,9178,16398
237119017,ALPHA ETA DELTA CHI PSI EDUCATIONAL FOUNDATION,233 SE 2ND AVE,HILLSBORO,OR,97123-4016,9086,87462
814679941,PANCHURA QUAS FAMILY FOUNDATION,569 NE CLAY AVE,BEND,OR,97701-5158,9022,466137
931155530,PFCN FOUNDATION,6100 SW RAAB RD,PORTLAND,OR,97221-1350,9008,166588
936032331,COOS BAY STUDENT LOAN FUND INC,PO BOX 714,COOS BAY,OR,97420-0135,8933,590731
930915893,MOTOCROSS NORTHWEST INC,PO BOX 33743,PORTLAND,OR,97292-3743,8915,20966
936034897,EDUCATIONAL RESEARCH ASSOCIATES INC,PO BOX 19069,PORTLAND,OR,97280-0069,8897,102298
371549773,PORT ORFORD JUBILEE,PO BOX 365,PORT ORFORD,OR,97465-0365,8870,3125
813942766,REGINA FOUNDATION OF OREGON,10629 SW LONDON LN,WILSONVILLE,OR,97070-3028,8839,2327
930834496,NIKKEI COMMUNITY PROJECT,6305 E BURNSIDE ST,PORTLAND,OR,97215-1351,8647,1342212
264574969,ZOMI ASSOCIATION OF USA,2325 SE 171ST AVE,PORTLAND,OR,97233-4482,8500,2200
931303115,COMMUNITY INDEPENDENT BUSINESS ALLIANCE,316 SW WASHINGTON AVE,CORVALLIS,OR,97333-4406,8483,7061
463091737,PORTLAND ECONOMIC INVESTMENT,601 SW 2ND AVE STE 2100,PORTLAND,OR,97204-3158,8472,1885986
813197491,OREGON TRAIL OF HOPE,1308 NW EVERETT ST,PORTLAND,OR,97209-2629,8458,1037
821475752,FULL BLOOM FOUNDATION,950 SE OAK AVE,ROSEBURG,OR,97470-4915,8400,682
562404718,SPAYED NEUTER INVESTMENT PROJECT INC,1400 NE BARNES BUTTE RD,PRINEVILLE,OR,97754-9011,8345,167579
936041445,ALTRUSA INTERNATIONAL INC,PO BOX 1815,ALBANY,OR,97321-0498,8344,9413
453261827,HEALTH REPULIC INSURANCE COMPANY,2373 NW 185TH AVENUE NO 701,HILLSBORO,OR,97124-7076,8333,3640194
261173690,LINN COUNTY JUVENILE DETENTION ASSOCIATION,4400 LOCHNER RD SE,ALBANY,OR,97322-3798,8210,15652
311576563,FRIENDS OF THE SCOUT CABIN,905 PARK DRIVE,VERNONIA,OR,97064-0000,8165,73155
943115733,CLUB WEST WRESTLING INC,C/O CRAMER ASSOCIATES 3232 HILLCRE,MEDFORD,OR,97504-0000,8124,1043299
455447181,SALEM CLINIC MEDICAL FOUNDATION,2020 CAPITOL ST NE,SALEM,OR,97301-0644,8116,2968264
930925413,GLADSTONE SENIORS FOUNDATION,1050 PORTLAND AVE,GLADSTONE,OR,97027-2155,8086,269419
815373743,OPERATION RAMBO,PO BOX 1353,GRANTS PASS,OR,97528-0112,8086,5766
461288532,ASSOCIATION OF HEALTH SCIENCES COLLEGES AND UNIVERSITIES,2900 NE 132ND AVE,PORTLAND,OR,97230-3014,8000,47143
912182630,JORDAN VALLEY-OWYHEE HERITAGE COUNCIL,PO BOX 361,JORDAN VALLEY,OR,97910-0361,7904,150807
812465668,ALBANY PARKS & RECREATION FOUNDATION,4207 SHORTRIDGE ST SE,ALBANY,OR,97322-6493,7869,7164
936037112,ROGER J BOUNDS FOUNDATION INC,PO BOX 148,HERMISTON,OR,97838-0148,7809,87574
811065255,PORTLAND SEADOGS NW BASEBALL CLUB INC,6700 SW 105TH AVE,BEAVERTON,OR,97008-8830,7775,134
