,EIN,SEC_NAME,FRCD,SUBSECCD,TAXPER,ASSETS,INCOME,NAME,ADDRESS,CITY,STATE,NTEECONF,NTEEFINAL,NAICS,ZIP5,OUTNCCS,OUTREAS,RULEDATE,FIPS,FNDNCD,PMSA,MSA_NECH,CASSETS,CFINSRC,CTAXPER,CTOTREV,ACCPER,RANDNUM,NTEECC,NTEE1,LEVEL4,LEVEL1,NTMAJ10,MAJGRPB,LEVEL3,LEVEL2,NTMAJ12,NTMAJ5,FILER,ZFILER
1435078,931146935,,10,3,201712.0,396669.0,310858.0,BROOKINGS-HARBOR COMMUNITY HELPERS INC,PO BOX 1415,BROOKINGS,OR,,K30,624210.0,97415.0,IN,,199410,41015.0,15,,,361269.0,16eofinextractez.dat,201512.0,83469.0,12.0,0.9712257680032718,K30,K,K,PC,HU,K,HS,O,HU,HU,Y,N
1435083,931147575,,10,3,201612.0,705910.0,116782.0,WITHERSPOON COURT INC,PO BOX 541,COTTAGE GROVE,OR,,L20,624229.0,97424.0,IN,,199409,41039.0,15,,2400.0,640739.0,16eofinextract990.dat,201512.0,-14603.0,12.0,0.7209825051367432,L20,L,L,PC,HU,L,HS,O,HU,HU,Y,N
1435084,931147600,,10,4,201806.0,523638.0,132402.0,COOS BAY RESPONSE COOPERATIVE INC,PO BOX 1135,COOS BAY,OR,,C32,813312.0,97420.0,IN,,199805,41011.0,0,,,465928.0,core2014co,201406.0,157766.0,6.0,0.6979537890958344,C32,C,C,O,EN,C,EN,O,EN,OT,Y,N
1435089,931147979,,10,3,201806.0,256247.0,450401.0,SPRINGFIELD EDUCATION FOUNDATION,PO BOX 663,SPRINGFIELD,OR,,B11,813219.0,97477.0,IN,,199410,41039.0,15,,2400.0,237366.0,16eofinextract990.dat,201506.0,315864.0,6.0,0.8653824969500548,B11,B,B,PC,ED,B,ZA,S,ED,ED,Y,N
1435094,931148185,,10,3,201706.0,100544.0,292612.0,FRIENDS OF THE FAMILY MINISTRIES,685 NW 5TH ST STE A,CORVALLIS,OR,,X1220,813219.0,97330.0,IN,,199410,41003.0,15,,,72305.0,core2014pc,201506.0,228390.0,6.0,0.9541763477747538,X122,X,X,PC,RE,X,ZB,S,RE,OT,Y,N
1435097,931148336,,10,3,201712.0,28958.0,67556.0,A BRIDGE TO WELLNESS FOUNDATION,88216 HIGHWAY 42 S,BANDON,OR,,G40,813212.0,97411.0,IN,,199510,41011.0,16,,,66572.0,16eofinextract990.dat,201512.0,104373.0,12.0,0.6795053311182399,G40,G,G,PC,HE,G,HE,O,HE,HE,Y,N
1435098,931148357,JUNCTION CITY HARRISBURG MONROE,10,3,201706.0,847398.0,368913.0,HABITAT FOR HUMANITY INTERNATIONAL INC,PO BOX 171,JUNCTION CITY,OR,,L80,624229.0,97448.0,IN,,198701,41039.0,15,,2400.0,928259.0,16eofinextract990.dat,201506.0,278188.0,6.0,0.02848662776506505,L80,L,L,PC,HU,L,HS,O,HU,HU,Y,N
1435100,931148486,,20,3,201803.0,95645.0,46337.0,SOUTHERN OREGON LIVE STEAMERS,PO BOX 1443,MEDFORD,OR,,A80,712120.0,97501.0,IN,,201201,41029.0,15,,4890.0,80413.0,16eofinextractez.dat,201603.0,27233.0,3.0,0.015582896180082573,A80,A,A,PC,AR,A,AR,O,AR,AR,Y,N
1435102,931148608,,10,3,201805.0,1602931.0,4362211.0,CHILD FOUNDATION,2020 NE 102ND AVE,PORTLAND,OR,,P58,624190.0,97225.0,IN,,199501,41067.0,15,6440.0,6442.0,314059.0,16eofinextract990.dat,201505.0,2422149.0,5.0,0.13238673685645885,P58,P,P,PC,HU,P,HS,O,HU,HU,Y,N
1435104,931148843,,20,3,201706.0,78920.0,28120.0,BEAVERTON LIBRARY FOUNDATION,PO BOX 602,BEAVERTON,OR,,B1170,813219.0,97075.0,IN,,199411,41067.0,15,6440.0,6442.0,70516.0,16eofinextractez.dat,201606.0,24859.0,6.0,0.6268084157370625,B117,B,B,PC,ED,B,ZA,S,ED,ED,Y,N
1435106,931148886,,10,3,201712.0,726252.0,111970.0,FOREST GROVE BOOSTER CLUB,PO BOX 736,FOREST GROVE,OR,,B20,611110.0,97116.0,IN,,199601,41067.0,16,6440.0,6442.0,727127.0,16eofinextract990.dat,201512.0,59082.0,12.0,0.4463927849743634,B20,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1435108,931148994,,10,3,201806.0,1235155.0,606688.0,GRESHAM-BARLOW EDUCATION FOUNDATION,PO BOX 3406,GRESHAM,OR,,B11,813219.0,97030.0,IN,,199410,41051.0,15,6440.0,6442.0,1039714.0,16eofinextract990.dat,201506.0,174393.0,6.0,0.2484463682895061,B11,B,B,PC,ED,B,ZA,S,ED,ED,Y,N
1435111,931149173,,10,3,201712.0,240906.0,290063.0,COMMUNITY VETERINARY CENTER,PO BOX 10971,EUGENE,OR,,D40,541940.0,97402.0,IN,,199411,41039.0,15,,2400.0,149490.0,16eofinextractez.dat,201512.0,137982.0,12.0,0.04948498365711251,D40,D,D,PC,EN,D,EN,O,EN,OT,Y,N
1435115,931149352,,10,3,201712.0,184242.0,212299.0,HOMES FOR HOUNDS,1005 NE LAKEWOOD DR,NEWPORT,OR,,L22,623312.0,97365.0,IN,,199410,41041.0,15,,,1047.0,16eofinextractez.dat,201512.0,16929.0,12.0,0.4024493677792888,L22,L,L,PC,HU,L,HS,O,HU,HU,Y,N
1435117,931149789,,10,3,201706.0,3729425.0,5733126.0,ALL HANDS RAISED,2069 NE HOYT ST,PORTLAND,OR,,B01,813319.0,97232.0,IN,,199409,41051.0,15,6440.0,6442.0,4101509.0,16eofinextract990.dat,201506.0,4924187.0,6.0,0.4248884711203257,B01,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1435119,931149996,,10,3,201705.0,3300271.0,1337815.0,PORTLAND GARDEN CLUB FOUNDATION,1132 SW VISTA AVE,PORTLAND,OR,,C1240,813219.0,97205.0,IN,,199510,41051.0,17,6440.0,6442.0,2940837.0,core2014pc,201505.0,317352.0,5.0,0.11317788710917664,C124,C,C,PC,EN,C,ZB,S,EN,OT,Y,N
1435121,931150042,,10,3,201706.0,680851.0,3475776.0,OREGON HUMAN DEVELOPMENT CORPORATION,9600 SW OAK ST STE 565,TIGARD,OR,,T99,813219.0,97223.0,IN,,199409,41067.0,15,6440.0,6442.0,561191.0,16eofinextract990.dat,201506.0,3065995.0,6.0,0.475378480409469,T99,T,T,PC,PU,T,ZF,S,PU,OT,Y,N
1435122,931150366,,10,3,201708.0,60561.0,543040.0,OREGON WRESTLING ASSOCIATION INC,41888 N RIVER DR,SWEET HOME,OR,,N60,713990.0,97386.0,IN,,201405,41043.0,16,,,58414.0,16eofinextract990.dat,201608.0,519208.0,8.0,0.5731993292270385,N60,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1435125,931150592,,10,3,201712.0,21421.0,424526.0,REDMOND LEARNING CENTER & CHILDCARE,720 SW 23RD ST,REDMOND,OR,,P33,624410.0,97756.0,IN,,199503,41017.0,15,,,5173.0,16eofinextract990.dat,201512.0,375693.0,12.0,0.10636876943859508,P33,P,P,PC,HU,P,HS,O,HU,HU,Y,N
1435126,931150643,,1,3,201806.0,706703.0,1706000.0,INTERMOUNTAIN PUBLIC DEFENDERS INC,331 SE BYERS AVE,PENDLETON,OR,,I80,541199.0,97801.0,IN,,199508,41059.0,4,,,,,,,6.0,0.3847953916657789,I80,I,I,PF,HU,I,HS,S,HU,HU,Y,N
1435128,931150763,,10,3,201706.0,121101.0,82859.0,OSPIRG FOUNDATION INC,1536 SE 11TH AVE,PORTLAND,OR,,C0120,813319.0,97214.0,IN,,199506,41051.0,15,6440.0,6442.0,373888.0,16eofinextract990.dat,201506.0,294221.0,6.0,0.5475200579687645,C012,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1435129,931150833,,20,3,201806.0,120430.0,47143.0,OREGON ACADEMY OF FAMILY PHYSICIANS FOUNDATION,890 C AVE,LAKE OSWEGO,OR,,E03,813920.0,97213.0,IN,,199506,41051.0,15,6440.0,6442.0,101083.0,16eofinextractez.dat,201606.0,39611.0,6.0,0.01799921628565759,E03,E,E,PC,HE,E,HE,O,HE,HE,Y,N
1435133,931151279,,10,3,201712.0,626765.0,199147.0,EUGENE MASONIC CEMETERY ASSOCIATION INC,PO BOX 5934,EUGENE,OR,,Y50,812220.0,97405.0,IN,,199410,41039.0,15,,2400.0,526964.0,16eofinextract990.dat,201512.0,130211.0,12.0,0.7900917494731665,Y50,Y,Y,PC,MU,Y,MO,M,MU,OT,Y,N
1435136,931151372,APPLEGATE PARTNERSHIP AND WATERSHED,10,3,201712.0,82254.0,605316.0,APPLEGATE PARTNERSHIP,PO BOX 899,GRANTS PASS,OR,,C32,813312.0,97527.0,IN,,200010,41033.0,15,,,21898.0,16eofinextract990.dat,201512.0,227703.0,12.0,0.7638283675379824,C32,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1435137,931151382,,10,3,201706.0,544664.0,459990.0,GARDEN HOME COMMUNITY LIBRARY ASSOCIATION,7475 SW OLESON RD,PORTLAND,OR,,B70,514120.0,97223.0,IN,,199511,41067.0,15,6440.0,6442.0,572003.0,16eofinextract990.dat,201606.0,483631.0,6.0,0.9933049680256532,B70,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1435139,931151538,KLAMATH COUNTY PW FOOTBALL,10,3,201712.0,40441.0,104631.0,POP WARNER LITTLE SCHOLARS INC,PO BOX 7610,KLAMATH FALLS,OR,,N65,713990.0,97603.0,IN,,199402,41035.0,15,,,19968.0,16eofinextractez.dat,201512.0,121438.0,12.0,0.17331083090624355,N65,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1435141,931151635,,10,3,201806.0,258088.0,454505.0,CASCADE COLLEGIATE CONFERENCE,2310 E N CT,LA GRANDE,OR,,N40,611620.0,97850.0,IN,,201305,41061.0,21,,,196362.0,16eofinextract990.dat,201606.0,396434.0,6.0,0.2595957314804339,N40,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1435146,931152222,,10,3,201712.0,1587709.0,2531005.0,SUSTAINABLE NORTHWEST,1130 SW MORRISON ST STE 510,PORTLAND,OR,,S21,813410.0,97205.0,IN,,199501,41051.0,15,6440.0,6442.0,1560824.0,16eofinextract990.dat,201512.0,1248733.0,12.0,0.017081365431670048,S21,S,S,PC,PU,S,PB,O,PU,OT,Y,N
1435152,931153131,,10,3,201712.0,247431.0,245006.0,MAKINDU CHILDRENS PROGRAM,PO BOX 51556,EUGENE,OR,,Q30,813311.0,97405.0,IN,,199704,41039.0,16,,2400.0,129763.0,16eofinextractez.dat,201512.0,155136.0,12.0,0.11179943713312103,Q30,Q,Q,PC,IN,Q,IN,O,IN,OT,Y,N
1435157,931153424,,10,6,201712.0,7540.0,75020.0,WEST COAST REFUSE AND RECYCLING COALITION,PO BOX 2186,SALEM,OR,,C0127,813319.0,97308.0,IN,,199711,41047.0,0,7080.0,6442.0,8473.0,16eofinextractez.dat,201512.0,72944.0,12.0,0.21051401933205893,C012,C,C,O,EN,C,EN,O,EN,OT,Y,N
1435168,931154088,SAND RIDGE ACADEMY INC,10,3,201706.0,4346516.0,3100102.0,PEOPLE INVOLVED IN EDUCATION INC,100 SAND RIDGE CT,LEBANON,OR,,B29,611110.0,97355.0,IN,,199612,41043.0,11,,,3170583.0,16eofinextract990.dat,201506.0,3726221.0,6.0,0.7131075510500748,B29,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1435169,931154155,,10,3,201612.0,718647.0,1490916.0,ILLINOIS VALLEY 2010 COMMUNITY RESPONSE TEAM,PO BOX 1824,CAVE JUNCTION,OR,,S80,813410.0,97523.0,IN,,199603,41033.0,15,,,665510.0,16eofinextract990.dat,201509.0,1109938.0,12.0,6.981157143071126e-05,S80,S,S,PC,PU,S,PB,O,PU,OT,Y,N
1435175,931154632,,10,3,201712.0,6784.0,275321.0,ELIM OUTREACH MINISTRY,PO BOX 674,GRESHAM,OR,,X20,813110.0,97030.0,IN,,199509,41051.0,15,6440.0,6442.0,3263.0,16eofinextract990.dat,201512.0,290205.0,12.0,0.3758708885929353,X20,X,X,PC,RE,X,RE,O,RE,OT,Y,N
1435177,931154703,,10,3,201806.0,144265.0,242649.0,UNITED ROTARY CLUBS OF LANE COUNTY,PO BOX 42279,EUGENE,OR,,S1280,813219.0,97404.0,IN,,199511,41039.0,16,,2400.0,204913.0,16eofinextract990.dat,201506.0,264514.0,6.0,0.11557353219699328,S128,S,S,PC,PU,S,ZB,S,PU,OT,Y,N
1435186,931155530,,20,3,201803.0,166588.0,9008.0,PFCN FOUNDATION,6100 SW RAAB RD,PORTLAND,OR,,X99,813110.0,97221.0,IN,,199503,41051.0,17,6440.0,6442.0,95493.0,16eofinextractez.dat,201603.0,-153.0,3.0,0.8050239646436431,X99,X,X,PC,RE,X,RE,S,RE,OT,Y,N
1435187,931155559,,10,3,201712.0,9088452.0,891760.0,COMMUNITY PARTNERS FOR AFFORDABLE HOUSING,6380 SW CAPITOL HWY SUITE 151,PORTLAND,OR,,S0150,813319.0,97239.0,IN,,199502,41051.0,15,6440.0,6442.0,7331608.0,16eofinextract990.dat,201512.0,1458977.0,12.0,0.6943042424137792,S015,S,S,PC,PU,S,PB,O,PU,OT,Y,N
1435188,931155565,,10,6,201806.0,267210.0,127868.0,OREGON ON SITE WASTEWATER ASSOCIATION,70 SW CENTURY DRIVE PMB 353,BEND,OR,,C32,813312.0,97702.0,IN,,199609,41017.0,0,,,326432.0,16eofinextractez.dat,201606.0,119207.0,6.0,0.2571101434944261,C32,C,C,O,EN,C,EN,O,EN,OT,Y,N
1435189,931155569,,10,3,201806.0,672833.0,1244068.0,COBB STREET CHILDREN LEARNING CENTER,1281 NE WALNUT ST,ROSEBURG,OR,,B20,611110.0,97470.0,IN,,199505,41019.0,11,,,599631.0,16eofinextract990.dat,201606.0,934771.0,6.0,0.3761460430787826,B20,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1435191,931155647,,10,3,201712.0,418281.0,777992.0,CONSTRUCTING HOPE PRE- APPRENTICESHIP PROGRAM,405 NE CHURCH ST,PORTLAND,OR,,S20,813410.0,97211.0,IN,,201503,41051.0,15,6440.0,6442.0,84756.0,16eofinextract990.dat,201512.0,240439.0,12.0,0.16820761866781064,S20,S,S,PC,PU,S,PB,O,PU,OT,Y,N
1435198,931156152,,10,3,201806.0,882879.0,862511.0,JULIETTES HOUSE,1075 SW CEDARWOOD AVE,MCMINNVILLE,OR,,P30,624110.0,97128.0,IN,,199504,41071.0,15,6440.0,6442.0,795377.0,16eofinextract990.dat,201506.0,667098.0,6.0,0.5390202462329567,P30,P,P,PC,HU,P,HS,O,HU,HU,Y,N
1435203,931156358,CHAMBER OF COMMERCE,10,3,201712.0,397140.0,986072.0,HISPANIC METROPOLITAN CHAMBER OF COMMERCE,PO BOX 1837,PORTLAND,OR,,S41,813910.0,97207.0,IN,,200003,41051.0,15,6440.0,6442.0,566615.0,16eofinextract990.dat,201512.0,1033883.0,12.0,0.6925947724026208,S41,S,S,PC,PU,S,PB,O,PU,OT,Y,N
1435204,931156374,,10,3,201712.0,60372.0,241821.0,OREGON BLACK PIONEERS CORPORATION,117 COMMERCIAL ST NE STE 210,SALEM,OR,,A80,712120.0,97301.0,IN,,199511,41047.0,15,7080.0,6442.0,11992.0,16eofinextract990.dat,201512.0,43111.0,12.0,0.17389213476253695,A80,A,A,PC,AR,A,AR,O,AR,AR,Y,N
1435205,931156570,,10,3,201706.0,58867.0,81646.0,TOLEDO COMMUNITY FOUNDATION,PO BOX 32,TOLEDO,OR,,T31,813211.0,97391.0,IN,,199504,41041.0,15,,,37143.0,16eofinextractez.dat,201506.0,61354.0,6.0,0.9075468353741359,T31,T,T,PC,PU,T,ZD,S,PU,OT,Y,N
1435209,931156831,,10,3,201806.0,58135.0,117787.0,FRIENDS OF THE FLORENCE EVENTS CENTER,715 QUINCE ST,FLORENCE,OR,,A1160,813219.0,97439.0,IN,,199712,41039.0,16,,2400.0,57389.0,16eofinextractez.dat,201606.0,23379.0,6.0,0.20323083441906495,A116,A,A,PC,AR,A,ZA,S,AR,AR,Y,N
1435211,931156903,,1,3,201712.0,1283524.0,276268.0,JOHN & LINDA SHELK FOUNDATION INC,PO BOX 2058,PRINEVILLE,OR,,T22,813211.0,97754.0,IN,,199501,41013.0,4,,,,,,,12.0,0.8493980783321147,T22,T,T,PF,PU,T,ZC,S,PU,OT,Y,N
1435216,931157192,,20,3,201712.0,36153.0,24504.0,ELK ROCK GARDEN FOUNDATION,PO BOX 69244,PORTLAND,OR,,C41,712130.0,97239.0,IN,,199412,41051.0,15,6440.0,6442.0,61296.0,16eofinextract990.dat,201512.0,45210.0,12.0,0.8221690924752189,C41,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1435222,931158030,,10,3,201612.0,34537.0,57665.0,ANCIENT WAYS,PO BOX 346,SCIO,OR,,A24,710000.0,97374.0,IN,,199611,41043.0,16,,,26585.0,16eofinextractez.dat,201512.0,38272.0,12.0,0.8752577938292863,A24,A,A,PC,AR,A,AR,O,AR,AR,Y,N
1435224,931158097,,20,3,201712.0,71689.0,1704.0,WILLAMETTE CLINICAL RESEARCH INC,875 OAK ST SE STE 4030,SALEM,OR,,E30,621498.0,97308.0,IN,,199602,41047.0,12,7080.0,6442.0,72787.0,16eofinextractez.dat,201512.0,144.0,12.0,0.5051712063795833,E30,E,E,PC,HE,E,HE,O,HE,HE,Y,N
1435227,931158219,,1,3,201706.0,679823.0,152612.0,GARY M ANDERSON CHILDRENS FOUNDATION,111 SW 5TH AVE STE 1500,PORTLAND,OR,,P58,624190.0,97204.0,IN,,199512,41051.0,4,6440.0,6442.0,,,,,6.0,0.21181280556899015,P58,P,P,PF,HU,P,HS,S,HU,HU,Y,N
1435228,931158243,,10,3,201709.0,391379.0,999656.0,PORTLAND THEATER PRODUCTIONS,211 SE CARUTHERS,PORTLAND,OR,,A65,711110.0,97214.0,IN,,199704,41051.0,17,6440.0,6442.0,15582862.0,16eofinextract990.dat,201606.0,1598932.0,9.0,0.8544687451450613,A65,A,A,PC,AR,A,AR,S,AR,AR,Y,N
1435231,931158472,,10,3,201712.0,11133.0,78368.0,CLAN FAN,7102 SE SHORT RD,GRESHAM,OR,,N40,611620.0,97089.0,IN,,199604,41005.0,16,6440.0,6442.0,36313.0,16eofinextractez.dat,201512.0,62753.0,12.0,0.016204269094238218,N40,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1435233,931158664,,20,3,201712.0,15196.0,31075.0,NORTHWEST CENTER FOR HEALTH PROMOTION NCHP,2868 WILLAMETTE ST STE 200,EUGENE,OR,,E70,621999.0,97405.0,IN,,199510,41039.0,15,,2400.0,16747.0,16eofinextractez.dat,201512.0,41033.0,12.0,0.7200392600544827,E70,E,E,PC,HE,E,HE,O,HE,HE,Y,N
1435234,931158780,,10,3,201712.0,548997.0,385935.0,OREGON HEAD START ASSOCATION,9140 SW PIONEER CT E,WILSONVILLE,OR,,S80,813410.0,97477.0,IN,,199606,41039.0,16,,2400.0,449479.0,16eofinextract990.dat,201512.0,366759.0,12.0,0.8240707212587123,S80,S,S,PC,PU,S,PB,O,PU,OT,Y,N
1435235,931158929,,10,3,201712.0,1459196.0,1847163.0,ASHLAND PARKS FOUNDATION,340 S PIONEER ST,ASHLAND,OR,,N1130,813219.0,97520.0,IN,,199508,41029.0,15,,4890.0,458597.0,16eofinextract990.dat,201512.0,43563.0,12.0,0.15391671283334352,N113,N,N,PC,HU,N,ZA,S,HU,HU,Y,N
1435237,931158976,,10,3,201712.0,321624.0,149911.0,GEARHART VOLUNTEER FIRE DEPARTMENT,PO BOX 2530,GEARHART,OR,,M24,624230.0,97138.0,IN,,199510,41007.0,15,,,261568.0,16eofinextractez.dat,201512.0,109259.0,12.0,0.594384766048917,M24,M,M,PC,HU,M,HS,O,HU,HU,Y,N
1435243,931159198,,10,3,201606.0,7099827.0,6592065.0,CENTER FOR HUMAN DEVELOPMENT INC,2301 COVE AVE,LA GRANDE,OR,,P20,624000.0,97850.0,IN,,199507,41061.0,12,,,6152241.0,16eofinextract990.dat,201506.0,6552915.0,6.0,0.05033620326883659,P20,P,P,PC,HU,P,HS,O,HU,HU,N,N
1435244,931159383,,10,3,201708.0,27604553.0,3027516.0,OAK TREE FOUNDATION INC,2043 COLLEGE WAY UC BOX 681,FOREST GROVE,OR,,B80,611710.0,97116.0,IN,,199502,41067.0,17,6440.0,6442.0,29066464.0,16eofinextract990.dat,201508.0,2458705.0,8.0,0.6424942049857879,B80,B,B,PC,ED,B,ED,S,ED,ED,Y,N
1435251,931159949,,1,3,201712.0,25485.0,6628.0,WILLIAM C & JANI E MCCORMICK FOUNDATION,1980 WILLAMETTE FALLS DRIVE PMB 324,WEST LINN,OR,,T20,813211.0,97239.0,IN,,199502,41051.0,4,6440.0,6442.0,,,,,12.0,0.17935373733286095,T20,T,T,PF,PU,T,ZC,S,PU,OT,Y,N
1435254,931160018,,10,3,201708.0,2095868.0,546877.0,LORD LEEBRICK THEATRE COMPANY,174 W BROADWAY,EUGENE,OR,,A65,711110.0,97401.0,IN,,199507,41039.0,16,,2400.0,2163183.0,16eofinextract990.dat,201508.0,516497.0,8.0,0.9482179042251679,A65,A,A,PC,AR,A,AR,O,AR,AR,Y,N
1435255,931160165,,10,3,201712.0,24277.0,81867.0,MCMINNVILLE BASKETBALL ASSOCIATION,PO BOX 1038,MCMINNVILLE,OR,,N62,713990.0,97128.0,IN,,199508,41071.0,16,6440.0,6442.0,12538.0,16eofinextractez.dat,201512.0,51273.0,12.0,0.4423707364350734,N62,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1435270,931161269,,20,3,201706.0,120743.0,42586.0,SHELDON BOOSTERS,2455 WILLAKENZIE RD,EUGENE,OR,,B20,611110.0,97401.0,IN,,199601,41039.0,15,,2400.0,140632.0,16eofinextractez.dat,201506.0,48893.0,6.0,0.6381333141905895,B20,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1435273,931161859,,10,3,201712.0,47522.0,84296.0,SEA WATCH INC,PO BOX 11679,PORTLAND,OR,,C30,813312.0,97211.0,IN,,199503,41051.0,15,6440.0,6442.0,33682.0,16eofinextractez.dat,201512.0,32993.0,12.0,0.3141461409277085,C30,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1435275,931162218,FSEEE,10,3,201712.0,402336.0,518855.0,FOREST SERVICE EMPLOYEES FOR ENVIRONMENTAL ETHICS INC,PO BOX 11615,EUGENE,OR,,K20,115000.0,97440.0,IN,,199607,41039.0,15,,2400.0,591824.0,16eofinextract990.dat,201512.0,528516.0,12.0,0.6762920767867442,K20,K,K,PC,HU,K,HS,O,HU,HU,Y,N
1435278,931162366,,10,3,201803.0,965332.0,1346634.0,DEATH WITH DIGNITY NATIONAL CENTER,520 SW 6TH AVE STE 1220,PORTLAND,OR,,R67,813311.0,97204.0,IN,,199512,41051.0,15,6440.0,6442.0,473442.0,16eofinextract990.dat,201603.0,652973.0,3.0,0.25027844953159084,R67,R,R,PC,PU,R,PB,O,PU,OT,Y,N
1435279,931162435,,10,3,201806.0,6490768.0,187478.0,MCDOUGAL FOUNDATION INC,188 W B ST STE O,SPRINGFIELD,OR,,X83,511100.0,97477.0,IN,,199608,41039.0,17,,2400.0,8028976.0,core2014pc,201506.0,-5773461.0,6.0,0.11488606589062478,X83,X,X,PC,RE,X,RE,S,RE,OT,Y,N
1435281,931162941,,10,3,201805.0,150659.0,882622.0,BRIDGE BUILDERS INTERNATIONAL,PO BOX 4073,SALEM,OR,,X99,813110.0,97302.0,IN,,199510,41047.0,15,7080.0,6442.0,227003.0,16eofinextract990.dat,201605.0,761928.0,5.0,0.20629535195770088,X99,X,X,PC,RE,X,RE,O,RE,OT,Y,N
1435285,931163452,,10,3,201709.0,945487.0,6692386.0,LOMAKATSI RESTORATION PROJECT,PO BOX 3084,ASHLAND,OR,,C30,813312.0,97520.0,IN,,199507,41029.0,15,,4890.0,470364.0,16eofinextract990.dat,201509.0,2376327.0,9.0,0.674108652413588,C30,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1435287,931163543,OREGON CHAPTER,10,3,201712.0,496619.0,68220.0,AMERICAN PUBLIC WORKS ASSOCIATION OREGON CHAPTER SCHOLASTIC FND INC,PO BOX 6898,BEND,OR,,B82,813410.0,97708.0,IN,,199507,41017.0,15,,,403882.0,16eofinextractez.dat,201512.0,90473.0,12.0,0.7032535938532638,B82,B,B,PC,ED,B,ED,O,ED,ED,Y,N
1435288,931163555,,10,3,201706.0,4431472.0,2666952.0,ABC HOUSE INC,PO BOX 68,ALBANY,OR,,P30,624110.0,97321.0,IN,,199505,41043.0,15,,,2762859.0,16eofinextract990.dat,201506.0,1272023.0,6.0,0.9353608846191824,P30,P,P,PC,HU,P,HS,O,HU,HU,Y,N
1435298,931164126,4370102 SAINT HELENS LL,10,3,201709.0,24555.0,62301.0,LITTLE LEAGUE BASEBALL INC,2305 6TH ST,COLUMBIA CITY,OR,,N63,713990.0,97051.0,IN,,198105,41009.0,16,6440.0,6442.0,34724.0,16eofinextractez.dat,201509.0,59087.0,9.0,0.2973879767634853,N63,N,N,PC,HU,N,HS,O,HU,HU,Y,N
1435303,931164505,,10,3,201706.0,2905500.0,5139299.0,WALLOWA VALLEY CENTER FOR WELLNESS,PO BOX 268,ENTERPRISE,OR,,F32,621420.0,97828.0,IN,,199510,41063.0,15,,,2324161.0,16eofinextract990.dat,201506.0,3771744.0,6.0,0.9258974659343501,F32,F,F,PC,HE,F,HE,O,HE,HE,Y,N
1435304,931164757,,10,3,201706.0,587546.0,1880815.0,INDIA PARTNERS,PO BOX 5470,EUGENE,OR,,Q33,813311.0,97405.0,IN,,199503,41039.0,15,,2400.0,266622.0,16eofinextract990.dat,201606.0,1536506.0,6.0,0.4899810273723705,Q33,Q,Q,PC,IN,Q,IN,O,IN,OT,Y,N
1435310,931165587,,10,3,201612.0,49294.0,83383.0,UMPQUA WATERSHEDS,539 SE MAIN ST,ROSEBURG,OR,,C0130,813319.0,97470.0,IN,,199706,41019.0,15,,,35876.0,16eofinextractez.dat,201512.0,69595.0,12.0,0.1623593505072709,C013,C,C,PC,EN,C,EN,O,EN,OT,Y,N
1435311,931165763,,10,3,201712.0,539294.0,66947.0,COVE-UNION-POWDER MEDICAL ASSOCIATION,PO BOX 146,UNION,OR,,G90,813212.0,97883.0,IN,,199605,41061.0,15,,,500472.0,16eofinextract990.dat,201512.0,5168.0,12.0,0.4869279153209647,G90,G,G,PC,HE,G,HE,O,HE,HE,Y,N
1435318,931166262,,20,3,201712.0,33397.0,27956.0,MEDFORD SCHOOLS EDUCATION FOUNDATION,PO BOX 1126,MEDFORD,OR,,B1282,813219.0,97501.0,IN,,199509,41029.0,15,,4890.0,56607.0,16eofinextractez.dat,201512.0,33793.0,12.0,0.8440922370738332,B128,B,B,PC,ED,B,ZB,S,ED,ED,Y,N
1435321,931166521,,10,3,201706.0,63546.0,356651.0,COHO PRODUCTIONS LTD,2257 NW RALEIGH ST,PORTLAND,OR,,A65,711110.0,97210.0,IN,,199605,41051.0,16,6440.0,6442.0,105114.0,core2014pc,201412.0,298765.0,6.0,0.5540010852068235,A65,A,A,PC,AR,A,AR,O,AR,AR,Y,N
1435322,931166559,,10,3,201806.0,59392.0,71360.0,WEST TUALATIN VIEW SCHOOL PARENT-TEACHER CLUB INC,8800 SW LEAHY RD,PORTLAND,OR,,B94,813410.0,97225.0,IN,,199503,41067.0,15,6440.0,6442.0,46465.0,16eofinextractez.dat,201506.0,28258.0,6.0,0.06627431875270429,B94,B,B,PC,ED,B,ED,O,ED,ED,Y,N
