,year,ein,object_id,taxpayer_name,form,source,compensation,INCOME_AMT,ASSET_AMT,REVENUE_AMT,TAX_PERIOD_y,NTEE_CD
586,2018,936041618,201802559349301185,OREGON SHAKESPEARE FESTIVAL ENDOWMENT FUND,IRS990,part_i,0.0,11595953.0,36515946.0,4871913.0,201810.0,A116
12772,2018,953392440,201802559349100315,COMMANDMENT KEEPERS SOCIETY INC,IRS990PF,pf_part_i,,155.0,100764.0,,201904.0,
792,2018,263084386,201802549349301350,LA PINE COMMUNITY HEALTH CENTER,IRS990,part_i,4482505.0,7512157.0,4635776.0,6922370.0,201810.0,E32
2288,2018,930996918,201802549349301080,FC PORTLAND SOCCER ACADEMY,IRS990,part_i,857011.0,1525770.0,885812.0,1487780.0,201904.0,
1924,2018,930298400,201802549349300935,TOWN CLUB,IRS990,part_i,561204.0,2069053.0,5665896.0,1575969.0,201810.0,
5154,2018,273855114,201802549349300925,LIFE EXPANDING ADVENTURE PROGRAM,IRS990,part_i,152893.0,355895.0,116594.0,312873.0,201712.0,P20
4870,2018,931075872,201802549349300130,YOUTH WITH A MISSION SLAVIC MINISTRIES INTERNATIONAL,IRS990,part_i,104458.0,393584.0,567591.0,392928.0,201806.0,Q330
9040,2018,931217256,201802549349200610,CAMP NORTHWEST INC,IRS990EZ,ez_part_i,5108.0,95837.0,13366.0,95837.0,201712.0,O43
5728,2018,930594295,201802539349300755,UMPQUA VALLEY ARTS ASSOCIATION,IRS990,part_i,167558.0,287830.0,189696.0,284734.0,201810.0,A26Z
4588,2018,930235323,201802539349300630,CHEHALEM VALLEY CHAMBER OF COMM,IRS990,part_i,163392.0,440622.0,236484.0,396739.0,201712.0,
7888,2018,931292427,201802539349300535,BEAVERTON POLICE ASSOCIATION,IRS990,part_i,27000.0,136903.0,365423.0,136903.0,201901.0,J40
4092,2018,930765046,201802539349300520,WARREN WATER ASSOCIATION,IRS990,part_i,143913.0,559720.0,3201494.0,557489.0,201812.0,
220,2018,930407022,201802539349300345,OREGON SHAKESPEARE FESTIVAL ASSOCIATION INC,IRS990,part_i,28293246.0,41739902.0,48320991.0,41598004.0,201810.0,A650
12018,2018,936031141,201802539349200950,MYRTLE POINT SPORTSMANS CLUB,IRS990EZ,ez_part_i,,18755.0,42292.0,18233.0,201712.0,N61
3484,2018,930675043,201802499349301275,PACIFIC INLAND TRANSPORTATION BUREAU,IRS990,part_i,135761.0,757698.0,6310983.0,757698.0,201712.0,
6020,2018,930329038,201802499349300915,AMERICAN LEGION SEASIDE POST 99,IRS990,part_i,57348.0,257519.0,676849.0,155519.0,201906.0,
5810,2018,930983284,201802499349300415,MARATHON COACH CLUB INTERNATIONAL,IRS990,part_i,0.0,279143.0,167718.0,279143.0,201812.0,
7182,2018,930366838,201802499349300100,FRATERNAL ORDER OF EAGLES 2144,IRS990,part_i,0.0,170178.0,188457.0,148296.0,201905.0,
4850,2018,930867408,201802489349301100,ORE RESEARCH AND EDUCATION FOUNDATION,IRS990,part_i,0.0,396591.0,200164.0,396591.0,201712.0,E63E
1660,2018,931310582,201802489349300225,OREGON COMMUNITY WAREHOUSE INC,IRS990,part_i,1095224.0,2530174.0,3059641.0,2444548.0,201712.0,P60
8982,2018,300468254,201802489349200810,OPPORTUNITY KNOCKS,IRS990EZ,ez_part_i,64232.0,97051.0,28343.0,97051.0,201812.0,S41
6718,2018,680624507,201802479349301025,EGYPTIAN THEATRE PRESERVATION ASSOC,IRS990,part_i,0.0,200143.0,316225.0,194557.0,201812.0,A65
11784,2018,201547206,201802479349100115,OREGON UROLOGY FOUNDATION INC,IRS990PF,pf_part_i,0.0,26384.0,134351.0,,201806.0,T22
3206,2018,911802037,201802439349301155,NORTHWEST ENVIRONMENTAL BUSINESS COUNCIL,IRS990,part_i,366691.0,859618.0,195850.0,859618.0,201812.0,C30
6376,2018,814610846,201802439349300640,WHITE PHOENIX ACUPUNCTURE,IRS990,part_i,124896.0,229203.0,30794.0,229203.0,201712.0,E50
11494,2018,391807696,201802439349100205,CLASEN FAMILY FOUNDATION,IRS990PF,pf_part_i,,35309.0,41099.0,,201712.0,T22Z
3854,2018,462004348,201802429349301260,GIGGLES AND GRACE EARLY LEARNING CENTER,IRS990,part_i,424520.0,608502.0,158856.0,605390.0,201806.0,P33
6354,2018,270231596,201802429349301085,NORTHWEST ENERGY SUPPLY COOPERATIVE,IRS990,part_i,0.0,231142.0,480447.0,231142.0,201812.0,X80
4510,2018,931151635,201802429349300415,CASCADE COLLEGIATE CONFERENCE,IRS990,part_i,146700.0,454505.0,258088.0,454505.0,201806.0,N40
1476,2018,460494578,201802429349100015,PLAYA FOUNDATION,IRS990PF,pf_part_i,80676.0,3033715.0,3000595.0,,201712.0,A90
4844,2018,931290054,201802419349301225,MONMOUTH INDEPENDENCE COMMUNITY FOUNDATION,IRS990,part_i,0.0,397173.0,1478590.0,198912.0,201812.0,T31
11726,2018,936026250,201802419349301020,CLAGGETT CEMETERY CORPORATION,IRS990,part_i,0.0,28589.0,723540.0,28589.0,201906.0,Y50
2412,2018,931191941,201802419349101005,MERRILL FAMILY FOUNDATION INC,IRS990PF,pf_part_i,,1379580.0,5246037.0,,201712.0,B82Z
6472,2018,930875897,201802409349301085,OREGON PEOPLES UTILITY DISTRICT ASSOCIATION,IRS990,part_i,0.0,222345.0,61994.0,222345.0,201712.0,
736,2018,911806451,201802409349300220,WASCO COUNTY NURSING CARE INC,IRS990,part_i,3978566.0,8584842.0,10637783.0,8584842.0,201906.0,E91
8654,2018,363824232,201802409349200540,NATIONAL ASSOCIATION OF EXTRADITION OFFICIALS,IRS990EZ,ez_part_i,,107527.0,149558.0,107527.0,201812.0,
72,2018,930386840,201802399349300125,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,IRS990,part_i,98080127.0,201917788.0,308538731.0,175793010.0,201812.0,J320
11866,2018,930752600,201802369349300815,ST PAUL SCHOOL FOUNDATION,IRS990,part_i,0.0,24146.0,814818.0,24146.0,201806.0,
7160,2018,522316894,201802369349300105,EASTERN EDUCATIONAL RESOURCE COLLABORATIVE INC,IRS990,part_i,68594.0,170977.0,10103.0,170977.0,201712.0,B99
440,2018,930564141,201802359349301045,SOUTHERN OREGON GOODWILL INDUSTRIES INC,IRS990,part_i,11717554.0,17502428.0,10403605.0,17502428.0,201812.0,J32Z
12292,2018,811454455,201802349349200105,OPAL FOUNDATION,IRS990EZ,ez_part_i,,12095.0,19959.0,12095.0,201712.0,N32
2552,2018,800407220,201802339349300820,ECODISTRICTS,IRS990,part_i,739724.0,1270679.0,386496.0,1270679.0,201812.0,C60
11334,2018,931302578,201802339349200950,HELIX GRIZZLIES BOOSTER CLUB,IRS990EZ,ez_part_i,,39657.0,81497.0,28035.0,201906.0,B112
8628,2018,930637051,201802339349200030,OREGON SEED GROWERS LEAGUE,IRS990EZ,ez_part_i,,108152.0,74000.0,108152.0,201806.0,
3964,2018,936032241,201802329349300825,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS IAFF LOCAL 851,IRS990,part_i,104578.0,583551.0,752845.0,583551.0,201712.0,
11804,2018,931106697,201802299349301210,JEFFERSON COUNTY HABITAT FOR HUMANITY,IRS990,part_i,2371.0,25643.0,708250.0,25643.0,201806.0,
12966,2018,237448039,201802299349300545,NORTH PLAINS SENIOR CITIZENS CENTER,IRS990,part_i,0.0,0.0,0.0,0.0,201906.0,P81Z
8634,2018,930811272,201802289349200200,TIGARD POLICE OFFICERS ASSOCIATION,IRS990EZ,ez_part_i,10780.0,108100.0,231782.0,107437.0,201812.0,J40
8682,2018,931218008,201802289349200140,YOUTH FOR CHRISTBLUE MOUNTAIN HERMISTON CAMPUS LIFE INC,IRS990EZ,ez_part_i,43091.0,106866.0,98518.0,98909.0,201906.0,
1566,2018,465267468,201802279349303460,WORLD OF SPEED,IRS990,part_i,1152753.0,2815704.0,3593305.0,2665712.0,201812.0,A57
2908,2018,930854671,201802279349301810,CROOK CO 4-H AND FFA LIVESTK SALE ASSN INC,IRS990,part_i,0.0,996138.0,70436.0,528372.0,201809.0,
7958,2018,930801532,201802279349201215,MARION COUNTY LAW ENFORCEMENT ASSN,IRS990EZ,ez_part_i,30909.0,134150.0,267678.0,134150.0,201809.0,
8542,2018,936028131,201802279349200800,KIWANIS INTERNATIONAL K-02185 KIWANIS CLUB OF REDMOND,IRS990EZ,ez_part_i,,110740.0,15862.0,54636.0,201709.0,
698,2018,930946020,201802269349302545,SKY LAKES MEDICAL CENTER FOUNDATION,IRS990,part_i,241282.0,9266737.0,24310753.0,1715140.0,201809.0,E110
6110,2018,930515970,201802269349302535,GREATER LAKE OSWEGO CHAMBER OF COMMERCE,IRS990,part_i,150801.0,249984.0,53109.0,249984.0,201809.0,
4318,2018,260076749,201802269349302465,OREGON ADAPTIVE SPORTS,IRS990,part_i,231638.0,501550.0,241983.0,468451.0,201809.0,
6318,2018,930385006,201802269349301450,PORTLAND AREA INTERGROUP INC,IRS990,part_i,98655.0,233560.0,87246.0,151346.0,201812.0,F21Z
7808,2018,930701581,201802269349200790,OREGON STATE ALUMNI CHAPTER OF THE ACACIA FRATERNITY,IRS990EZ,ez_part_i,41269.0,140422.0,219273.0,140422.0,201806.0,B83
10722,2018,813988945,201802269349200425,AMINU GOOD WORKS FOUNDATION INC,IRS990EZ,ez_part_i,,55000.0,64859.0,55000.0,201812.0,P20
1962,2018,930783096,201802259349302155,MOBILITY INTERNATIONAL USA,IRS990,part_i,1098173.0,1998395.0,1228567.0,1998395.0,201712.0,Q230
7108,2018,931123991,201802259349200870,NORTH COUNTY FOOD BANK,IRS990EZ,ez_part_i,,173423.0,521081.0,173423.0,201809.0,K31
3054,2018,943143225,201802229349300725,SUMMIT SPRINGS VILLAGE CORPORATION,IRS990,part_i,609850.0,927232.0,2177303.0,927232.0,201812.0,L220
1354,2018,930860753,201802229349300330,BIENESTAR,IRS990,part_i,964839.0,3439887.0,26688054.0,3419336.0,201812.0,L200
5230,2018,131134622,201802229349300120,PORTLAND REVELS,IRS990,part_i,91649.0,344094.0,77069.0,338433.0,201903.0,A650
8956,2018,300372437,201802229349200910,SHEET METAL JATC MA 1277 APPRENTICESHIP TRAINING TRUST,IRS990EZ,ez_part_i,,98050.0,66363.0,98050.0,201812.0,J99
7688,2018,943032557,201802229349200010,CLACKAMAS ROTARY FOUNDATION INC,IRS990EZ,ez_part_i,,146101.0,494149.0,125822.0,201906.0,
3486,2018,930981933,201802219349301465,INTEGRAL YOUTH SERVICES,IRS990,part_i,706504.0,755359.0,633972.0,755359.0,201812.0,
10872,2018,930910219,201802219349301460,OBA EDUCATION FOUNDATION,IRS990,part_i,0.0,51350.0,854726.0,51350.0,201812.0,W60P
11258,2018,455600208,201802219349200200,APHASIA NETWORK,IRS990EZ,ez_part_i,4000.0,41981.0,40421.0,41981.0,201712.0,H128
5722,2018,202906575,201802209349301255,HELPING HANDS INTERNATIONAL INC,IRS990,part_i,63600.0,288316.0,180269.0,288316.0,201804.0,P20
11378,2018,261522341,201802209349100220,RICHARD AND SIBYLLE BECK FAMILY FOUNDATION,IRS990PF,pf_part_i,,38301.0,159422.0,,201906.0,T20
764,2018,237115837,201802199349300130,BLACK BUTTE RANCH ASSOCIATION,IRS990,part_i,1244228.0,8008903.0,65948486.0,7964694.0,201903.0,
12776,2018,455561492,201802189349300820,HETEROGENEOUS SYSTEM ARCHITECTURE FOUNDATION,IRS990,part_i,0.0,101.0,667954.0,101.0,201905.0,S46
9894,2018,931116398,201802189349200960,OREGON TREE FARM SYSTEM INC,IRS990EZ,ez_part_i,,72222.0,166272.0,66390.0,201712.0,C023
9806,2018,261596296,201802169349200505,OPEN GAMING ALLIANCE,IRS990EZ,ez_part_i,,74518.0,45392.0,74518.0,201712.0,S41
5594,2018,931120037,201802159349301320,CROWS SHADOW INSTITUTE INC,IRS990,part_i,182694.0,303411.0,431508.0,292849.0,201712.0,Z99Z
8506,2018,465686802,201802159349301005,DEFENSE ENERGY CENTER OF EXCELLENCE,IRS990,part_i,325883.0,112265.0,1233976.0,112265.0,201712.0,Y99
5806,2018,930764167,201802149349301120,POWERS HOUSING DEVELOPMENT INC,IRS990,part_i,0.0,279708.0,695559.0,279708.0,201903.0,L22Z
3540,2018,931181863,201802149349300330,COMMUNITIES UNITED FOR PEOPLE,IRS990,part_i,328084.0,733229.0,547360.0,733229.0,201812.0,R30
3014,2018,931187474,201802149349300110,NATIVE FISH SOCIETY INC,IRS990,part_i,290787.0,941022.0,697237.0,845677.0,201812.0,D33
9884,2018,364759346,201802149349200235,NEXT STEP MINISTRIES,IRS990EZ,ez_part_i,64114.0,72459.0,14491.0,72459.0,201712.0,X21
6606,2018,930122388,201802139349301550,HEPPNER ELKS LODGE BPOE 358,IRS990,part_i,39350.0,210317.0,1067323.0,159581.0,201903.0,
9390,2018,814905914,201802139349200615,COOS CARES,IRS990EZ,ez_part_i,24077.0,84723.0,27791.0,84723.0,201806.0,L40
7166,2018,911203635,201802129349301350,OREGON GOLF COURSE SUPERINTENDENTS ASSOC,IRS990,part_i,0.0,170660.0,112314.0,148456.0,201906.0,
12340,2018,562305402,201802129349200625,CONCERNED FATHERS AGAINST CRIME INC,IRS990EZ,ez_part_i,,10401.0,1964.0,10401.0,201812.0,S20
9516,2018,200919040,201802119349200730,OVERSEAS HELPING HANDS,IRS990EZ,ez_part_i,0.0,81418.0,472673.0,81418.0,201812.0,
4476,2018,271723872,201802079349301005,KIDS IN THE GAME,IRS990,part_i,117140.0,462674.0,290819.0,462674.0,201712.0,N12
542,2018,931090005,201802079349300810,JOIN,IRS990,part_i,1791784.0,13218651.0,7652266.0,13187193.0,201812.0,P28Z
4426,2018,930623648,201802069349301045,SOUTH LINCOLN APARTMENTS INC,IRS990,part_i,68861.0,476642.0,746800.0,470677.0,201812.0,
4740,2018,943140067,201802069349300825,WALLOWA VALLEY HEALTH CARE FOUNDATION,IRS990,part_i,36941.0,415704.0,1305720.0,184955.0,201712.0,Z99Z
1156,2018,910982918,201802069349300220,PACIFIC FISHERY MANAGEMENT COUNCIL,IRS990,part_i,2489684.0,4288368.0,1696909.0,4288368.0,201812.0,C013
7506,2018,412078214,201802059349300850,WHITE OAK FARM AND EDUCATION CENTER,IRS990,part_i,76233.0,155429.0,621524.0,155074.0,201812.0,O52
8882,2018,263639798,201802059349200215,CASA LATINOS UNIDOS DE BENTON COUNTY,IRS990EZ,ez_part_i,44906.0,100559.0,53344.0,93648.0,201812.0,P84
7274,2018,943029558,201802059349200125,OREGON EAGLE FOUNDATION INC,IRS990EZ,ez_part_i,,164785.0,49897.0,164785.0,201812.0,
3440,2018,931155647,201802049349301065,CONSTRUCTING HOPE PRE-APPRENTICESHIP PROGRAM,IRS990,part_i,241401.0,777992.0,418281.0,777992.0,201712.0,B99
766,2018,930163340,201802019349300540,EUGENE COUNTRY CLUB,IRS990,part_i,2772771.0,8005804.0,16188311.0,6734238.0,201812.0,
8470,2018,931136196,201802019349200630,SWORD PRODUCTIONS INC,IRS990EZ,ez_part_i,91356.0,113156.0,53912.0,113156.0,201712.0,X99
7234,2018,930147726,201801999349300335,ANCIENT FREE AND ACCEPTED MASONS OF 14,IRS990,part_i,7847.0,167440.0,782635.0,54582.0,201712.0,
12380,2018,204857327,201801979349200840,BLACK ROCK MOUNTAIN BIKE ASSOCIATION,IRS990EZ,ez_part_i,,9622.0,11721.0,9622.0,201712.0,N99
13054,2018,464954487,201801949349200440,OAMH INC,IRS990EZ,ez_part_i,,0.0,0.0,0.0,201812.0,W30
11878,2018,930400372,201801939349200730,JOSEPH CHAMBER OF COMMERCE,IRS990EZ,ez_part_i,6875.0,23596.0,22981.0,23596.0,201712.0,
8732,2018,936279827,201801939349100115,JOHN AND JEAN LOOSLEY CHARITABLE FOUNDATION,IRS990PF,pf_part_i,0.0,105050.0,749428.0,,201803.0,T20Z
2388,2018,453632278,201801929349300000,HDMI FORUM INC,IRS990,part_i,0.0,1409361.0,3617000.0,1409361.0,201811.0,S41
8142,2018,931247456,201801919349200850,OREGON FIREARMS FEDERATION,IRS990EZ,ez_part_i,64911.0,126621.0,77342.0,126203.0,201712.0,R60
9644,2018,930915874,201801919349200120,OREGON VOLUNTEER FIREFIGHTERS ASSOCIATION,IRS990EZ,ez_part_i,,78114.0,122437.0,77543.0,201812.0,
6794,2018,260629356,201801909349300955,FRIENDS OF THE OPERA HOUSE,IRS990,part_i,107860.0,193036.0,86108.0,182429.0,201812.0,A6A
1388,2018,930115830,201801909349300630,ASTORIA GOLF AND COUNTRY CLUB,IRS990,part_i,1566167.0,3309662.0,2609694.0,3309662.0,201712.0,
12712,2018,736358753,201801909349100415,WILLIAM P GARRISON CHARITABLE FOUNDATION,IRS990PF,pf_part_i,0.0,925.0,61623.0,,201812.0,T22
11790,2018,936051030,201801869349100310,VILLAGE FOUNDATION,IRS990PF,pf_part_i,,25966.0,161056.0,,201812.0,
12096,2018,931303957,201801849349200535,JOHN MCLOUGHLIN ELEMENTARY PTSO,IRS990EZ,ez_part_i,,16690.0,45030.0,16690.0,201807.0,B94
11242,2018,264255683,201801849349200335,GLOBAL MISSION READINESS,IRS990EZ,ez_part_i,,42540.0,17921.0,42540.0,201812.0,M24
4702,2018,931293019,201801809349300235,CASCADIA WILDLANDS,IRS990,part_i,239503.0,420938.0,279610.0,405414.0,201712.0,C300
10782,2018,931305551,201801789349200120,WILLAMETTE FALLS HERITAGE FOUNDATION,IRS990EZ,ez_part_i,,53458.0,64080.0,53458.0,201812.0,A54
2604,2018,510603464,201801779349300200,CANBY CENTER,IRS990,part_i,172793.0,1216231.0,878949.0,1216231.0,201812.0,
11670,2018,274646938,201801769349200825,LIVES REBUILT INC DBA MILTON THRIFT STORE,IRS990EZ,ez_part_i,,29932.0,3060.0,29932.0,201812.0,P12
9754,2018,223887940,201801769349200235,LIFE MORTGAGE AND REAL ESTATE OFFICERS COUNCIL DBA DUTCH TREAT LIFE COUNCIL,IRS990EZ,ez_part_i,,75545.0,54036.0,75545.0,201812.0,S41
8764,2018,930426379,201801739349301250,EUREKA CEMETERY AND MAUSOLEUM ASSN,IRS990,part_i,41291.0,103965.0,126541.0,91366.0,201812.0,Y50
4918,2018,930363715,201801739349300130,TILLAMOOK DAIRY HERD IMPROVEMENT ASSOCIATION,IRS990,part_i,211038.0,384590.0,223087.0,384590.0,201712.0,
10156,2018,931258614,201801729349301000,MID-WILLAMETTE FAMILY YMCA FOUNDATION,IRS990,part_i,0.0,66358.0,6512105.0,66358.0,201812.0,P27Z
8708,2018,472529103,201801729349300745,MWFY NMTC HOLDINGS,IRS990,part_i,0.0,105500.0,16902159.0,105500.0,201812.0,N19
682,2018,930131365,201801719349300930,SERVICE EMPLOYEES INTL UNION LOCAL 49,IRS990,part_i,4338777.0,9495838.0,7096219.0,9097423.0,201812.0,
11312,2018,472177760,201801719349200815,CONTAGIOUS DISCIPLE MAKING,IRS990EZ,ez_part_i,36065.0,40270.0,31782.0,40270.0,201712.0,P20
8540,2018,204353857,201801709349200100,ASHA INTERNATIONAL,IRS990EZ,ez_part_i,,110874.0,145503.0,91900.0,201812.0,B990
5968,2018,936029114,201801699349200745,MULTNOMAH COUNTY DEPUTY SHERIFFS ASSOC,IRS990EZ,ez_part_i,20100.0,262846.0,289307.0,118555.0,201812.0,
10676,2018,800605662,201801699349200615,JEREMY WILSON FOUNDATION THE,IRS990EZ,ez_part_i,71.0,55792.0,54695.0,55792.0,201712.0,P12
6278,2018,274846178,201801669349200220,YAMHILL ENRICHMENT SOCIETY,IRS990EZ,ez_part_i,,236413.0,46716.0,195706.0,201812.0,S20
12578,2018,811698585,201801659349300200,CERRO GORDO LAND CONSERVANCY,IRS990,part_i,0.0,3820.0,299000.0,3820.0,201812.0,C34
10618,2018,936021870,201801659349100305,ZEHNTBAUER FOUNDATION,IRS990PF,pf_part_i,,56942.0,197669.0,,201812.0,
5076,2018,911768607,201801649349301150,SUNNYSLOPE MANOR ASSOCIATES INC,IRS990,part_i,0.0,363928.0,831580.0,363928.0,201712.0,L20
438,2018,930512235,201801649349300100,MERCY FLIGHTS INC,IRS990,part_i,9069404.0,17606610.0,23076530.0,17606610.0,201712.0,E63Z
6456,2018,943081823,201801639349301015,ACCESSIBLE LIVING INC,IRS990,part_i,0.0,224419.0,1019084.0,224419.0,201812.0,
6390,2018,930704218,201801629349300870,JACKNIFE-ZION-HORSEHEAVEN HISTORICAL SOCIETY,IRS990,part_i,39321.0,228212.0,582363.0,141681.0,201712.0,
3998,2018,931017956,201801629349300025,FARM-CITY PRO RODEO COMPANY,IRS990,part_i,0.0,579245.0,650563.0,36794.0,201903.0,
2006,2018,931180331,201801599349300545,KINSHIP HOUSE,IRS990,part_i,1022492.0,1927250.0,1043435.0,1914782.0,201812.0,F32
5890,2018,474653105,201801589349300850,MANOS UNIDAS MONTESSORI,IRS990,part_i,165888.0,269470.0,37413.0,269470.0,201712.0,B20
13156,2018,812338492,201801569349300620,CURRY PUBLIC LIBRARY FOUNDATION OF GOLD BEACH,IRS990,part_i,0.0,0.0,0.0,0.0,201806.0,B11
11128,2018,205105004,201801569349200025,KRUISE OF KLAMATH,IRS990EZ,ez_part_i,,45699.0,8199.0,45699.0,201812.0,O12
3272,2018,471791195,201801529349300405,HOME EMPOWER,IRS990,part_i,346201.0,833191.0,332426.0,833191.0,201812.0,L81
10312,2018,205734244,201801529349200330,CASCADE CATTLE CLUB,IRS990EZ,ez_part_i,,62711.0,15597.0,62711.0,201712.0,N50
13034,2018,710943993,201801529349200210,PATIENT-CENTERED EDUCATIONAL AND RESEARCH,IRS990EZ,ez_part_i,,0.0,0.0,0.0,201812.0,H43
5918,2018,464120269,201801519349300130,350PDX,IRS990,part_i,140477.0,267462.0,215674.0,267164.0,201712.0,C01
4718,2018,930295895,201801509349200315,THETA CHI FRATERNITY ALPHA SIGMA,IRS990EZ,ez_part_i,,419908.0,35434.0,419908.0,201908.0,
7002,2018,273389750,201801509349200020,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES TSA LOCAL 1127,IRS990EZ,ez_part_i,88089.0,180136.0,139816.0,180136.0,201812.0,
5094,2018,930729390,201801459349300510,SISTERS AREA CHAMBER OF COMMERCE,IRS990,part_i,126623.0,362245.0,255997.0,361814.0,201812.0,
13036,2018,200745324,201801449349200125,COLLEGE OF PHILOMATH COMMUNITY CORP,IRS990EZ,ez_part_i,,0.0,0.0,0.0,201812.0,A80
4190,2018,473840696,201801429349300030,RENEW OREGON ACTION FUND,IRS990,part_i,0.0,533455.0,550296.0,533455.0,201812.0,W24
2738,2018,237026590,201801419349301205,AMERICAN LEGION POST 21,IRS990,part_i,75942.0,1103030.0,323694.0,230966.0,201712.0,
10258,2018,465371816,201801389349200705,WEMAKE INC,IRS990EZ,ez_part_i,0.0,64183.0,30052.0,64183.0,201712.0,A25
10644,2018,931184627,201801389349200515,JACKSON SOCCER CLUB,IRS990EZ,ez_part_i,,56672.0,47695.0,56672.0,201812.0,N60
12074,2018,136020675,201801389349100205,SARA ROBY FOUNDATION,IRS990PF,pf_part_i,0.0,17171.0,121202.0,,201612.0,
4398,2018,931295885,201801379349300330,PACIFIC COVE HUMANE SOCIETY,IRS990,part_i,0.0,482582.0,525514.0,73805.0,201812.0,D20
4224,2018,930786506,201801379349300235,FAMILY CRISIS SHELTER AND SERVICES FOR YAMHILL COUNTY INC,IRS990,part_i,300441.0,522341.0,586648.0,487236.0,201612.0,P43Z
8596,2018,930676129,201801369349300715,FOUNDATION OF THE ROTARY CLUB OF HOOD RIVER,IRS990,part_i,0.0,109282.0,1076112.0,80383.0,201706.0,
6628,2018,911107572,201801359349314285,TEARS OF JOY THEATRE,IRS990,part_i,84797.0,207611.0,12129.0,206110.0,201806.0,
2536,2018,930428566,201801359349314275,GREATER DOUGLAS UNITED WAY,IRS990,part_i,205030.0,1279748.0,992978.0,1260923.0,201706.0,T70Z
1484,2018,930739188,201801359349314150,NEIGHBORHOOD ECONOMIC DEVELOP CORP,IRS990,part_i,1263831.0,2999135.0,7460500.0,832298.0,201806.0,L210
7944,2018,264487941,201801359349313230,CLARK FAMILY CENTER,IRS990,part_i,0.0,135000.0,11499297.0,135000.0,201806.0,N30
2620,2018,930748169,201801359349313055,SISTERS OF THE ROAD INC,IRS990,part_i,706064.0,1203156.0,693244.0,1200874.0,201806.0,
1450,2018,930831467,201801359349312915,SALEM SCHOOLS FOUNDATION DBA SALEM KEIZER EDUCATION FOUNDATION,IRS990,part_i,0.0,3098496.0,2719234.0,2824941.0,201806.0,
670,2018,943076771,201801359349312700,RIDE CONNECTION INC,IRS990,part_i,4855471.0,9732856.0,14990784.0,9633581.0,201806.0,P52Z
11300,2018,936022790,201801359349312340,OREGON COUNCIL OF THE BLIND,IRS990,part_i,0.0,40594.0,490345.0,40594.0,201812.0,
1886,2018,931306735,201801359349311485,OREGON HUNTERS ASSOCIATION INC,IRS990,part_i,0.0,2156839.0,1602431.0,872283.0,201812.0,
9816,2018,930224029,201801359349310010,ANCIENT FREE AND ACCEPTED MASONS MEDFORD LODGE NO 103 AF AND AM,IRS990,part_i,8508.0,74139.0,725930.0,74139.0,201812.0,
666,2018,930578172,201801359349308750,HOUSING NORTHWEST INC AND SUBSIDIARIES COLLEGE HOUSING NORTHWEST,IRS990,part_i,1728141.0,9763662.0,60494879.0,9763662.0,201806.0,B110
2018,2018,931015598,201801359349305350,HABITAT FOR HUMANITY SPRINGFIELD EUGENE,IRS990,part_i,454780.0,1915835.0,2831370.0,1901224.0,201806.0,
1134,2018,930963546,201801359349305000,HIV ALLIANCE,IRS990,part_i,1941913.0,4388401.0,3397422.0,4099598.0,201806.0,
3506,2018,930895209,201801359349304060,KLAMATH CRISIS CENTER,IRS990,part_i,417024.0,747671.0,1491280.0,747671.0,201806.0,
8488,2018,275028426,201801359349206560,SANDE SCHOOL OF HORSEMANSHIP,IRS990EZ,ez_part_i,5990.0,112565.0,22445.0,112565.0,201712.0,P80
7518,2018,452096351,201801359349205790,YOUTH DEVELOPMENT COALITION OF LINCOLN COUNTY,IRS990EZ,ez_part_i,68364.0,155090.0,58062.0,155090.0,201812.0,O50
9104,2018,930963972,201801359349205265,COLUMBIA RIVER SHIPPERS ASSOCIATION,IRS990EZ,ez_part_i,,93661.0,76901.0,93661.0,201812.0,
13046,2018,452668211,201801359349205200,BORN AGAIN PIT BULL RESCUE,IRS990EZ,ez_part_i,,0.0,0.0,0.0,201812.0,D20
13048,2018,461212712,201801359349204200,SECURING OUR SAFETY INC,IRS990EZ,ez_part_i,,0.0,0.0,0.0,201812.0,M40
8846,2018,931298564,201801359349204060,WEST VALLEY HOSPITAL FOUNDATION,IRS990EZ,ez_part_i,,101688.0,288281.0,94548.0,201806.0,E112
11574,2018,943209192,201801359349204005,SOS CLUB INC,IRS990EZ,ez_part_i,,33012.0,150019.0,21906.0,201812.0,
9368,2018,800403776,201801359349202825,PTO SPRINGVILLE,IRS990EZ,ez_part_i,,85235.0,80713.0,70487.0,201806.0,B11
12304,2018,473202101,201801359349200710,CORVALLIS GUITAR SOCIETY,IRS990EZ,ez_part_i,,11561.0,1764.0,10992.0,201812.0,A68
950,2018,943112077,201801359349104300,LEE H AND MARION B THOMPSON FOUNDATION,IRS990PF,pf_part_i,,5736360.0,11615699.0,,201812.0,Z99Z
924,2018,566502391,201801359349102295,RAYMOND FAMILY FOUNDATION,IRS990PF,pf_part_i,0.0,6056803.0,13386922.0,,201712.0,T20Z
5090,2018,472176553,201801349349309465,EASTERN OREGON HEALTHY LIVING ALLIANCE,IRS990,part_i,143408.0,362833.0,261927.0,362833.0,201812.0,E70
5066,2018,931247394,201801349349308575,TAMARACK WELLNESS CENTER,IRS990,part_i,201642.0,364701.0,121352.0,364516.0,201812.0,N30
