,RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD_x,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID,NAME,ICO,STREET,CITY,STATE,ZIP,SUBSECTION,INCOME_AMT,ASSET_AMT,REVENUE_AMT,TAX_PERIOD_y,NTEE_CD
533,16528474,EFILE,930353761,201812,7/26/2019 11:43:34 PM,ANCIENT AND ACCEPTED SCOTTISH RITE VALLEY OF MEDFORD AND COORD BODIES,990O,93493163002359,201901639349300235,ANCIENT & ACCEPTED SCOTTISH RITE OF FREE MASONRY SO JURIS USA,% S R CENTER,3581 LEAR WAY,MEDFORD,OR,97504-9759,10,96664.0,2317959.0,96664.0,201812.0,
6157,16028176,EFILE,472178191,201712,12/19/2018 11:45:06 PM,QUEPASANA FOUNDATION,990,93493319157678,201823199349315767,QUEPASANA FOUNDATION,% JORGE YANT,340 OAK ST,ASHLAND,OR,97520-1808,3,96639.0,211808.0,96639.0,201812.0,P40
2891,16291725,EFILE,930739365,201808,5/13/2019 7:30:10 AM,ALBANY AQUATICS ASSOCIATION CORP,990EZ,93492084007239,201930849349200723,ALBANY AQUATICS ASSOCIATION INCORPORATED,,1645 9TH AVE 199,ALBANY,OR,97322-4872,3,96607.0,27884.0,67188.0,201908.0,N67
1015,16358323,EFILE,931310653,201812,5/30/2019 11:48:44 AM,FRIENDS OF PETS OF KLAMATH BASIN,990EZ,93492134062009,201901349349206200,FRIENDS OF PETS OF KLAMATH BASIN INC,% KATHLEEN WILLIAMS PRES,4809 ALTAMONT DR,KLAMATH FALLS,OR,97603-7815,3,96564.0,307352.0,96564.0,201812.0,D200
4853,16260338,EFILE,943196272,201803,5/2/2019 10:48:30 AM,QUEST CHARITABLE TRUST,990PF,93491015003139,201930159349100313,QUEST CHARITABLE TRUST,,11040 SW BARBUR BLVD,PORTLAND,OR,97219-8686,3,96552.0,86734.0,,201803.0,
5984,16005833,EFILE,936024430,201712,12/14/2018 5:51:44 PM,CANBY POST 122 THE AMERICAN LEGION,990O,93493312033788,201833129349303378,AMERICAN LEGION,,PO BOX 121,CANBY,OR,97013-0121,19,96399.0,155155.0,74088.0,201812.0,
3302,16061073,EFILE,931097038,201806,2/4/2019 10:25:03 PM,CENTRAL EAST PORTLAND ROTARY FOUNDATION INC,990,93493305014868,201813059349301486,CENTRAL EAST PORTLAND ROTARY FOUNDATION INC,% BILL BITAR,PO BOX 30477,PORTLAND,OR,97294-3477,3,96377.0,486969.0,85418.0,201906.0,S82Z
690,16623619,EFILE,541945858,201812,9/6/2019 10:35:33 AM,WORSLEY INSTITUTE OF CLASSICAL FIVE-ELEMENT ACUPUNCTURE,990EZ,93492154002049,201941549349200204,WORSLEY INSTITUTE OF CLASSICAL FIVE ELEMENT ACUPUNCTURE,,2330 NW FLANDERS ST,PORTLAND,OR,97210-3442,3,96355.0,29063.0,96355.0,201812.0,H90
3097,16261571,EFILE,943162643,201806,5/2/2019 1:17:34 PM,CASCADE CENTER FOR COMMUNITY GOVERNANCE,990EZ,93492035000299,201940359349200029,CASCADE CENTER FOR COMMUNITY GOVERNANCE,% TERESA HOGUE,PO BOX 1496,BEND,OR,97709-1496,3,96349.0,24808.0,96349.0,201806.0,Z99Z
5118,16053394,EFILE,464364813,201712,2/1/2019 1:56:08 PM,SECRET KNOWLEDGE,990EZ,93492319035958,201803199349203595,SECRET KNOWLEDGE,% SECRET KNOWLEDGE,4204 NE 56TH AVE,PORTLAND,OR,97218-2249,3,96336.0,206.0,96336.0,201712.0,S43
227,16655056,EFILE,473226622,201903,9/16/2019 5:31:16 PM,SHERWOOD CHEER,990EZ,93492198004279,201921989349200427,SHERWOOD CHEER,,PO BOX 414,SHERWOOD,OR,97140-0414,3,96291.0,15849.0,66511.0,201903.0,N60
229,16717927,EFILE,930627178,201903,10/4/2019 8:09:43 AM,SENIOR CITIZENS SERVICES OF ASTORIA,990EZ,93492220008029,201922209349200802,SENIOR CITIZENS OF ASTORIA INC,,PO BOX 243,ASTORIA,OR,97103-0243,3,96285.0,63092.0,96285.0,201903.0,P81Z
3715,15871877,EFILE,930824501,201806,11/5/2018 4:52:34 PM,NORTHWEST SKI CLUB COUNCIL,990EO,93492229006268,201812299349200626,NORTHWEST SKI CLUB COUNCIL,,5331 SW MACADAM AVE BOX 438 STE 258,PORTLAND,OR,97239-3871,7,96281.0,64710.0,96281.0,201906.0,
6115,15988659,EFILE,510200042,201712,12/10/2018 6:52:06 AM,INTERNATIONAL ASSOCIATION OF WOMEN POLICE INC,990EO,93492309004088,201833099349200408,INTERNATIONAL ASSOCIATION OF WOMEN POLICE,% KIM COVERT,PO BOX 13485,PORTLAND,OR,97213-0485,6,96249.0,189738.0,96249.0,201812.0,I60
1004,16343439,EFILE,800323013,201812,5/24/2019 9:05:38 PM,OREGON COAST MILITARY HERITAGE MUSEUM,990EZ,93492127012689,201931279349201268,OREGON COAST MILITARY HERITAGE MUSEUM,% THOMAS F SPAYD,PO BOX 2040,FLORENCE,OR,97439-0133,3,96055.0,319102.0,70181.0,201812.0,A80
3891,16295137,EFILE,743058786,201806,5/13/2019 9:10:54 PM,SOUTHERN OREGON CENTER FOR COMMUNITY PARTNERSHIPS,990,93493046024549,201940469349302454,SOUTHERN OREGON CENTER FOR COMMUNITY PARTNERSHIPS,% MICHAEL CAVALLARO,PO BOX 3275,CENTRAL POINT,OR,97502-0011,3,96002.0,600828.0,96002.0,201806.0,P20
102,16897742,EFILE,930702595,201906,11/27/2019 12:46:57 PM,OCCUPATIONAL THERAPY ASSOCIATION OF OREGON,990EO,93492281007459,201902819349200745,OCCUPATIONAL THERAPY ASSOCIATION OF OREGON,,147 SE 102ND AVE,PORTLAND,OR,97216-2703,6,95904.0,30844.0,88044.0,201906.0,
1002,16337205,EFILE,911784103,201812,5/23/2019 5:10:12 PM,EUGENE ACTIVE 2030 FOUNDATION,990EZ,93492119008789,201931199349200878,EUGENE ACTIVE 20 30 FOUNDATION,% MIKE BORING PRES,PO BOX 1965,EUGENE,OR,97440-1965,3,95898.0,339646.0,72213.0,201812.0,Z99Z
5125,16043663,EFILE,930697597,201712,1/29/2019 5:38:08 PM,SHERMAN COUNTY HISTORICAL SOCIETY OF OREGON,990EZ,93492319000088,201833199349200008,SHERMAN COUNTY HISTORICAL SOCIETY MUSEUM FUND,,PO BOX 173,MORO,OR,97039-0173,3,95872.0,403720.0,92970.0,201812.0,
1881,16883935,EFILE,931192718,201812,11/23/2019 1:10:36 AM,WALLOWA BAND NEZ PERCE TRAIL INTERPRETIVE CENTER,990,93493252010059,201902529349301005,WALLOWA BAND NEZ PERCE TRAIL INTERPRETIVE CENTER INC,% JO T HALLAM PRES,PO BOX 15,WALLOWA,OR,97885-0015,3,95850.0,1324539.0,92876.0,201812.0,A230
2949,15984110,EFILE,943055121,201807,12/7/2018 1:52:10 PM,DANCE AND DRILL COACHES ASSOC OF OR,990EZ,93492312004478,201823129349200447,DANCE AND DRILL COACHES ASSOCIATION OF OREGON,,PO BOX 821,GRESHAM,OR,97030-0189,3,95784.0,86908.0,76226.0,201907.0,
2538,16557030,EFILE,510152190,201810,8/9/2019 10:13:51 AM,ROUND-UP HALL OF FAME ASSOCIATION,990,93493130049169,201911309349304916,ROUND-UP HALL OF FAME ASSOCIATION,,PO BOX 609,PENDLETON,OR,97801-0609,3,95546.0,961897.0,84115.0,201810.0,A500
1262,16393153,EFILE,942654562,201812,6/7/2019 5:13:49 PM,ALBANY GUN CLUB,990EO,93492136000369,201911369349200036,ALBANY GUN CLUB,,35305 HIGHWAY 20 SE,ALBANY,OR,97322-9766,4,95375.0,47751.0,95375.0,201812.0,N61
2176,16560455,EFILE,472067593,201812,8/9/2019 11:16:53 PM,THREE RANGERS FOUNDATION,990EZ,93492164004319,201911649349200431,THREE RANGERS FOUNDATION,% CLAY OTHIC,PO BOX 713,SHERIDAN,OR,97378-0713,3,95370.0,179928.0,77398.0,201812.0,W30
4971,16074734,EFILE,931019810,201712,2/8/2019 8:24:40 AM,STAYTON SUBLIMITY CHAMBER OF COMMERCE,990EO,93492319033958,201803199349203395,STAYTON-SUBLIMITY CHAMBER OF COMMERCE,,175 E HIGH ST,STAYTON,OR,97383-1741,6,95357.0,29475.0,90929.0,201712.0,
546,16455309,EFILE,930359419,201812,7/1/2019 5:33:27 PM,AMERICAN LEGION,990EO,93492135067289,201931359349206728,AMERICAN LEGION,,PO BOX 2076,CORVALLIS,OR,97339-2076,19,95261.0,185141.0,53168.0,201812.0,
1010,16353726,EFILE,453402851,201812,5/29/2019 5:23:19 PM,BRICKLANDIA INC,990EZ,93492130025339,201931309349202533,BRICKLANDIA INC,% GRANT W SCHOLBROCK,PO BOX 1472,CLACKAMAS,OR,97015-1472,3,95175.0,8163.0,95175.0,201812.0,A40
355,16447187,EFILE,472199188,201812,6/27/2019 12:24:29 PM,CIELO DE AMOR,990EZ,93492149003139,201931499349200313,CIELO DE AMOR,% DAVID ATKIN,2160 ARTHUR ST,EUGENE,OR,97405-1521,3,95109.0,90204.0,88981.0,201812.0,P20
2603,16282245,EFILE,943068754,201809,5/9/2019 12:00:17 PM,BRITT SOCIETY INC,990EZ,93492042004329,201920429349200432,BRITT SOCIETY,,PO BOX 1522,MEDFORD,OR,97501-0114,3,95088.0,61614.0,52339.0,201809.0,
5831,15403544,EFILE,911786034,201712,6/12/2018 7:05:19 PM,SHERMAN COUNTY ATHLETIC FOUNDATION,990EZ,93492134052728,201821349349205272,SHERMAN COUNTY ATHLETIC FOUNDATION INC,% CHRISTOPHER K MOORE,PO BOX 191,MORO,OR,97039-0191,3,95055.0,215361.0,61637.0,201812.0,T30
5063,16042998,EFILE,270445381,201712,1/29/2019 1:47:26 PM,NORTH STAR COLLABORATIVE FOUNDATION,990PF,93491318031008,201803189349103100,NORTH STAR COLLABORATIVE FOUNDATION,% STAN AMY,2314 NW SAVIER ST,PORTLAND,OR,97210-2514,3,95000.0,41004.0,,201812.0,T70
3737,16069074,EFILE,931252040,201806,2/6/2019 3:41:27 PM,NORTH LAKE WELLNESS CENTER,990,93493313028738,201833139349302873,NORTH LAKE WELLNESS CENTER,% DIANA COX,PO BOX 476,CHRISTMAS VLY,OR,97641-0476,3,94886.0,639497.0,94886.0,201906.0,P20
141,16942995,EFILE,270156634,201906,12/11/2019 6:44:28 AM,EDY RIDGE PARENT ADVISORY COMMITTEE,990EZ,93492298000309,201902989349200030,EDY RIDGE PAC,% KARI DAVIS,21472 SW COPPER TER,SHERWOOD,OR,97140-8333,3,94875.0,40209.0,78920.0,201906.0,B94
265,16740437,EFILE,205425511,201903,10/11/2019 8:52:24 AM,JESUS FREES MINISTRIES,990EZ,93492224009069,201912249349200906,JESUS FREES MINISTRIES,% CHERYL FREESE,PO BOX 5685,BEND,OR,97708-5685,3,94834.0,7341.0,94834.0,201903.0,Q30
144,16811013,EFILE,931205666,201906,11/1/2019 6:44:29 PM,COMMON GROUND MEDIATION,990EZ,93492239006239,201932399349200623,COMMON GROUND MEDIATION,% CHERYL GILE,PO BOX 635,NORTH BEND,OR,97459-0051,3,94763.0,90286.0,94763.0,201906.0,P99
3369,16039532,EFILE,936039298,201806,1/28/2019 9:56:13 PM,PTA BRIDLEMILE OREGON CONGRESS ,990EZ,93492319045538,201833199349204553,PTA OREGON CONGRESS,% CLAUDINE KENT,4300 SW 47TH DR,PORTLAND,OR,97221-3799,3,94742.0,58432.0,56029.0,201906.0,
2952,16612092,EFILE,930852453,201807,8/30/2019 1:12:13 PM,SALEM POLICE EMPLOYEES UNION,990EO,93492168009559,201901689349200955,SALEM POLICE EMPLOYEES UNION,,PO BOX 583,SALEM,OR,97308-0583,5,94735.0,253274.0,94735.0,201807.0,
4914,15750769,EFILE,270010481,201802,10/1/2018 8:46:52 PM,WILLAMETTE VALLEY YOUTH FOOTBALL AND CHEER LEAGUE,990,93493207009138,201832079349300913,WILLAMETTE VALLEY YOUTH FOOTBALL & CHEER LEAGUE,% FRED BANKS,PO BOX 41061,EUGENE,OR,97404-0209,3,94641.0,253301.0,94641.0,201902.0,N63
1285,16415941,EFILE,132896023,201812,6/14/2019 6:39:08 PM,AMERICAN MUSICAL INSTRUMENT SOCIETY INC,990EZ,93492140005219,201911409349200521,AMERICAN MUSICAL INSTRUMENT SOCIETY INC,,6704 SE 20TH AVE,PORTLAND,OR,97202-5642,3,94543.0,377009.0,94543.0,201812.0,
3757,16101666,EFILE,431964348,201806,2/15/2019 4:48:56 PM,SCIO YOUTH CLUB,990EZ,93492318065598,201843189349206559,SCIO YOUTH CLUB,,PO BOX 315,SCIO,OR,97374-0315,3,94543.0,129454.0,87039.0,201906.0,O50
628,16697580,EFILE,930675706,201812,9/27/2019 9:09:53 AM,MYRTLE CREEK VOLUNTEER FIREMANS ASSOCIAT,990EZ,93492197002449,201941979349200244,MYRTLE CREEK VOLUNTEER FIREMANS ASSOCIATION,,PO BOX 753,MYRTLE CREEK,OR,97457-0114,3,94519.0,244521.0,84173.0,201812.0,M99
2072,16560271,EFILE,930986379,201812,8/9/2019 10:12:01 PM,FRANKLIN BUTTE MASONIC CEMETERY INC,990O,93493141016509,201901419349301650,FRANKLIN BUTTE MASONIC CEMETERY INC,% PIONEER TRUST BANK NA,PO BOX 454,SCIO,OR,97374-0454,13,94291.0,1652052.0,94291.0,201812.0,
5530,16083349,EFILE,931277816,201712,2/11/2019 7:50:46 AM,PHOTO AMERICAS,990,93493318118348,201843189349311834,PHOTO AMERICAS,% LAURA MOYA,PO BOX 3353,PORTLAND,OR,97208-3353,3,94259.0,212730.0,94259.0,201812.0,A40
2945,16208906,EFILE,237170131,201807,4/5/2019 7:42:09 PM,WILLAMETTE LUTHERAN FOUNDATION,990,93493031012039,201930319349301203,WILLAMETTE LUTHERAN FOUNDATION,,7693 WHEATLAND RD N,KEIZER,OR,97303-3456,3,94248.0,1699190.0,94248.0,201807.0,P70Z
2869,16143845,EFILE,931191043,201808,3/4/2019 6:15:16 PM,WALDORF TEACHER TRAINING EUGENE,990EZ,93492355001168,201813559349200116,WALDORF TEACHER TRAINING EUGENE,% WILLI MULLER,1350 MCLEAN BLVD,EUGENE,OR,97405-1998,3,94196.0,72961.0,92856.0,201908.0,B50
1419,16327535,EFILE,813580809,201812,5/21/2019 9:31:50 PM,JOURNEY TO HEALING FOUNDATION,990EZ,93492108003189,201931089349200318,JOURNEY TO HEALING FOUNDATION,% NORMA J BURTON,1010 CLAY ST,ASHLAND,OR,97520-3613,3,94007.0,6530.0,94007.0,201812.0,F12
208,16786723,EFILE,930684662,201904,10/28/2019 9:09:04 AM,FRIENDS OF THE ALBANY PUBLIC LIBRARY,990EZ,93492248009599,201942489349200959,FRIENDS OF THE ALBANY PUBLIC LIBRARY,,2450 14TH AVE SE,ALBANY,OR,97322-6880,3,93994.0,114364.0,89338.0,201904.0,
6201,16024431,EFILE,930963764,201712,12/19/2018 12:07:06 PM,LOWER COLUMBIA YOUTH SOCCER ASSOC,990EZ,93492319088388,201833199349208838,LOWER COLUMBIA YOUTH SOCCER ASSOCIATION,% STEPHEN C ALLEN CPA PC,990 ASTOR ST,ASTORIA,OR,97103-4201,3,93940.0,285295.0,93940.0,201812.0,N20Z
2973,16299190,EFILE,930515139,201807,5/14/2019 2:11:45 PM,GABRIEL PARK PRESCHOOL,990EZ,93492058005199,201940589349200519,GABRIEL PARK PRESCHOOL OF PORTLAND OREGON,% LAURA SULLIVAN,7805 SW 40TH AVE 19362,PORTLAND,OR,97219-1643,3,93854.0,25661.0,64814.0,201807.0,
1784,16795535,EFILE,931161391,201812,10/30/2019 2:05:50 AM,RIVER KOURT APARTMENTS,990,93493241006459,201902419349300645,RIVER KOURT APARTMENTS,% SHELTERCARE,499 W 4TH AVE,EUGENE,OR,97401-2505,3,93814.0,726358.0,93814.0,201812.0,T50
2739,16759367,EFILE,930991316,201809,10/18/2019 10:45:39 AM,LAKE OSWEGO LITTLE LEAGUE,990EZ,93492225012149,201942259349201214,LITTLE LEAGUE BASEBALL INC,% KEITH MORING,PO BOX 1184,LAKE OSWEGO,OR,97035-0511,3,93717.0,51219.0,80377.0,201809.0,
1900,16853700,EFILE,930963972,201812,11/15/2019 1:43:42 PM,COLUMBIA RIVER SHIPPERS ASSOCIATION,990EO,93492121011589,201931219349201158,COLUMBIA RIVER SHIPPERS ASSOCIATION,,200 SW MARKET ST STE L190,PORTLAND,OR,97201-5711,6,93661.0,76901.0,93661.0,201812.0,
1323,16394897,EFILE,200721672,201812,6/7/2019 8:19:20 PM,VISIBLE GRACE INC,990,93493135099269,201911359349309926,VISIBLE GRACE INC,% DIXON RAUCH,11575 SW PACIFIC HIGHWAY BOX 248,TIGARD,OR,97223-8671,3,93657.0,154946.0,80968.0,201812.0,X21
860,16623498,EFILE,930954099,201812,9/6/2019 10:32:38 AM,VINTAGE TROLLEY INC,990,93493063010119,201910639349301011,VINTAGE TROLLEY INC,% C THOMAS,1140 SW 11TH AVE STE 500,PORTLAND,OR,97205-2492,3,93621.0,400700.0,93621.0,201812.0,Z99Z
3480,15969462,EFILE,264297835,201806,12/3/2018 6:57:20 PM,SPRUCE PLACE INC,990,93493277009238,201832779349300923,SPRUCE PLACE INC,% SEQUOIA MENTAL HEALTH SERVICES,4585 SW 185TH AVE,BEAVERTON,OR,97078-1557,3,93616.0,2437314.0,93616.0,201906.0,L21
433,16625054,EFILE,936034947,201812,9/6/2019 11:48:34 AM,MULTNOMAH CHANNEL YACHT CLUB,990O,93493039014029,201920399349301402,MULTNOMAH CHANNEL YACHT CLUB,,50990 DIKE RD,SCAPPOOSE,OR,97056-4438,7,93478.0,213026.0,26025.0,201812.0,
5590,16074863,EFILE,930906691,201712,2/8/2019 8:48:21 AM,FRED A TAYLER MEMORIAL FOUNDATION CO GLENN MUNSELL,990PF,93491318034638,201833189349103463,FRED A TAYLER MEMORIAL FOUNDATION,% GLENN H MUNSELL,PO BOX 820,ASHLAND,OR,97520-0820,3,93476.0,415078.0,,201812.0,
6148,15905291,EFILE,472328706,201712,11/14/2018 8:52:32 PM,SALEM FIRE FOUNDATION,990EZ,93492255000228,201822559349200022,SALEM FIRE FOUNDATION,% CHARLES A SWANK,PO BOX 2920,SALEM,OR,97308-2920,3,93397.0,84133.0,93322.0,201812.0,M99
1381,16377504,EFILE,930937822,201812,6/5/2019 12:18:18 AM,MOTORCYCLE RIDERS ASSOCIATION,990EZ,93492128017219,201911289349201721,MOTORCYCLE RIDERS ASSOCIATION,,PO BOX 1471,MEDFORD,OR,97501-0109,3,93288.0,420770.0,93288.0,201812.0,N50
6576,15646314,EFILE,930794708,201706,8/31/2018 6:37:33 PM,JACKSON COUNTY 4-H LEADERS ASSOC,990,93493124015608,201801249349301560,OREGON 4-H FOUNDATION,% JACKSON COUNTY EXTENSION OFFICE,2815 TAYLOR RD,CENTRAL POINT,OR,97502-9802,3,93286.0,141604.0,85643.0,201806.0,O52
4832,15838679,EFILE,930722363,201804,10/26/2018 5:45:46 PM,CANNON BEACH LIBRARY,990EZ,93492223005088,201832239349200508,CANNON BEACH LIBRARY,,PO BOX 486,CANNON BEACH,OR,97110-0486,3,93274.0,407825.0,90912.0,201904.0,
3300,16006192,EFILE,550788576,201806,12/14/2018 6:33:18 PM,HAWTHORNE FAMILY PLAYSCHOOL,990EZ,93492311010578,201823119349201057,HAWTHORNE FAMILY PLAYSCHOOL,% CYNTHIA CARRELL,2828 SE STEPHENS ST,PORTLAND,OR,97214-4973,3,93242.0,51125.0,75952.0,201906.0,B21
6253,16016681,EFILE,680453642,201712,12/18/2018 11:57:22 AM,JOSHUA RESCUE FOUNDATION,990PF,93491319035288,201833199349103528,JOSHUA RESCUE FOUNDATION,% HOLLY ARMSTRONG,25350 SE SALT CREEK RD,PRINEVILLE,OR,97754-9598,3,93240.0,2034694.0,,201812.0,D32
290,16705815,EFILE,911814504,201903,9/30/2019 11:21:14 PM,MIDTOWN BUSINESS ASSOCIATES,990EO,93492189006449,201941899349200644,MIDTOWN BUSSINESS ASSOCIATES,,PO BOX 1907,EUGENE,OR,97440-1907,6,93237.0,17583.0,93237.0,201903.0,S21
1272,16435957,EFILE,455253153,201812,6/24/2019 1:19:13 PM,CARDIOSTART RESALE THRIFT,990EZ,93492123010519,201911239349201051,CARDIOSTART RESALE THRIFT,% SHARI MAGUIRE,69516 HINKLE BUTTE DR,SISTERS,OR,97759-9859,3,93149.0,31804.0,86159.0,201812.0,P29
3286,16041865,EFILE,930631540,201806,1/29/2019 10:12:38 AM,SPRAY RODEO ASSOCIATION INC,990EZ,93492320012108,201803209349201210,SPRAY RODEO ASSOCIATION INC,% JOANN GRIFFITH,PO BOX 81,SPRAY,OR,97874-0081,3,93138.0,39031.0,34215.0,201806.0,Z99Z
2417,16719055,EFILE,930636923,201812,10/4/2019 11:05:09 AM,LANE COUNTY DISTRICT DENTAL SOCIETY,990EO,93492217002189,201932179349200218,LANE COUNTY DISTRICT DENTAL SOCIETY INC,,2300 OAKMONT WAY STE 110,EUGENE,OR,97401-5530,6,93077.0,65891.0,93077.0,201812.0,
62,16679357,EFILE,811327469,201906,9/23/2019 10:29:39 PM,AAUW OF OREGON SPECIAL PROJECTS FUND,990EZ,93492203001499,201942039349200149,AAUW OF OREGON SPECIAL PROJECTS FUND,,PO BOX 66,ENTERPRISE,OR,97828-0066,3,92829.0,65619.0,92159.0,201906.0,R24
3352,16023885,EFILE,472678893,201806,12/19/2018 10:45:55 AM,CHILDRENS FOREST OF CENTRAL OREGON,990EZ,93492319040688,201833199349204068,CHILDRENS FOREST OF CENTRAL OREGON,,63095 DESCHUTES MARKET RD,BEND,OR,97701-9794,3,92726.0,34866.0,92726.0,201806.0,N32
5124,16043258,EFILE,931249244,201712,1/29/2019 3:27:09 PM,EUGENE SCHMUCK FOUNDATION,990EZ,93492312010068,201813129349201006,EUGENE SCHMUCK FOUNDATION,% MANZANITA GOLF COURSE,PO BOX 58,MANZANITA,OR,97130-0058,3,92640.0,61889.0,83010.0,201812.0,T31
1612,16820823,EFILE,454798068,201812,11/5/2019 8:11:05 PM,TESTICULAR CANCER COMMONS,990EZ,93492251001599,201942519349200159,TESTICULAR CANCER COMMONS,% CRAIG NICHOLS,5415 SW 149TH AVE,BEAVERTON,OR,97007-7727,3,92591.0,111197.0,92591.0,201812.0,G30
3694,15934960,EFILE,205961423,201806,11/21/2018 12:18:24 PM,BEND SENIOR HIGH BOOSTER CLUB,990EZ,93492296005468,201812969349200546,BEND SENIOR HIGH BOOSTER CLUB,% BEND SENIOR HIGH SCHOOL,230 NE 6TH ST,BEND,OR,97701-5103,3,92339.0,51950.0,47532.0,201806.0,B113
5572,16041511,EFILE,931092676,201712,1/29/2019 9:43:00 AM,PHILOMATH COMMUNITY SERVICES INC,990EZ,93492316001388,201833169349200138,PHILOMATH COMMUNITY SERVICES INC,,PO BOX 1334,PHILOMATH,OR,97370-1334,3,92280.0,408922.0,92080.0,201812.0,P20
544,16481194,EFILE,943147572,201812,7/12/2019 8:42:07 AM,METROPOLITAN MEDICAL FOUNDATION OF OREGON,990EZ,93492135046089,201931359349204608,METROPOLITAN MEDICAL FOUNDATION OF OREGON,% DEENA STRADLEY,PO BOX 19388,PORTLAND,OR,97280-0388,3,92280.0,31963.0,92280.0,201812.0,Z99Z
4456,16481120,EFILE,936039346,201806,7/12/2019 8:34:05 AM,PTA JIM BRIDGER,990EZ,93492135004139,201931359349200413,PTA OREGON CONGRESS,% HEATHER CLAYVILLE,7910 SE MARKET ST,PORTLAND,OR,97215-3656,3,92279.0,121031.0,77889.0,201906.0,
2391,16726357,EFILE,237140204,201812,10/7/2019 10:35:45 PM,RISK AND INSURANCE MANAGEMENT SOCIETY INC,990EO,93492195005029,201921959349200502,RISK MANAGEMENT SOCIETY INC,% MARCIA BARTLETT,5568 KODERRA AVE,LAKE OSWEGO,OR,97035-7062,6,92194.0,100554.0,92194.0,201812.0,
5929,15639856,EFILE,931258710,201712,8/30/2018 5:42:06 PM,EUGENE C SKOURTES FOUNDATION,990PF,93491128018238,201831289349101823,EUGENE C SKOURTES FOUNDATION,% EUGENE C SKOURTES,6950 NE CAMPUS WAY,HILLSBORO,OR,97124-5611,3,92106.0,548965.0,,201812.0,T122
606,16578355,EFILE,222868942,201812,8/19/2019 6:22:09 AM,TEX USERS GROUP,990EZ,93492134009069,201911349349200906,TEX USERS GROUP,,PO BOX 2311,PORTLAND,OR,97208-2311,3,92101.0,177000.0,92101.0,201812.0,B60
5658,15674284,EFILE,201154327,201712,9/11/2018 7:47:24 AM,FRIENDS OF KENYA SCHOOLS AND WILDLIFE,990EZ,93492145001188,201831459349200118,FRIENDS OF KENYA SCHOOLS AND WILDLIFE,% GWENDOLYN GAYLE MEYER,95363 GRIMES RD,JUNCTION CITY,OR,97448-9323,3,92045.0,29692.0,92045.0,201812.0,Q30
4359,16508281,EFILE,943100841,201806,7/19/2019 2:46:26 PM,OREGON FIRE MARSHALS ASSOCIATION INC,990EO,93492135060859,201901359349206085,OREGON FIRE MARSHALS ASSOCIATION INC,,1284 COURT ST NE,SALEM,OR,97301-4125,4,92030.0,123735.0,92030.0,201806.0,
3862,16368122,EFILE,936032216,201806,5/31/2019 9:15:43 PM,VETERANS OF FOREIGN WARS POST 1643,990EO,93492116003409,201901169349200340,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OREGON,% RODNEY UPHAM,1503 NE 4TH ST,BEND,OR,97701-4241,19,92007.0,443164.0,39151.0,201806.0,
376,16627962,EFILE,270976354,201812,9/7/2019 12:14:25 AM,CHETCO HISTORICAL MEMORIAL PROJECT,990EZ,93492154002489,201931549349200248,CHETCO HIST MEMORIAL PROJECT,% KAREN CRUMP,PO BOX 7294,BROOKINGS,OR,97415-0362,3,91985.0,72113.0,91985.0,201812.0,A80
6614,15822719,EFILE,237448369,201706,10/23/2018 6:01:07 PM,ROGUE VALLEY CHORALE ASSOCIATION,990EZ,93492135061038,201831359349206103,ROGUE VALLEY CHORALE ASSOC,,724 S CENTRAL AVENUE,MEDFORD,OR,97501-7851,3,91856.0,384757.0,91856.0,201706.0,
1777,16812508,EFILE,930738777,201812,11/2/2019 12:08:26 AM,TROUTDALE HISTORICAL SOCIETY,990,93493255012379,201922559349301237,TROUTDALE HISTORICAL SOCIETY,,219 E HISTORIC COLUMBIA RIVER HWY,TROUTDALE,OR,97060-2078,3,91815.0,471635.0,89682.0,201812.0,
4513,16431409,EFILE,930388559,201806,6/21/2019 7:23:18 AM,PI BETA PHI FRATERNITY OREGON GAMMA CHAPTER,990EO,93492134034239,201931349349203423,PI BETA PHI FRATERNITY,% VP OF FINANCE,900 STATE STREET NO H230,SALEM,OR,97301-3922,7,91648.0,102254.0,91407.0,201806.0,
2091,16853570,EFILE,205186851,201812,11/15/2019 1:23:41 PM,WORLD STAGE THEATRE,990EZ,93492135050019,201911359349205001,WORLD STAGE THEATRE,% SHALANDA SIMS,PO BOX 782,TROUTDALE,OR,97060-1085,3,91614.0,21856.0,91614.0,201812.0,A65
6521,15097125,EFILE,931308915,201706,1/8/2018 7:06:11 PM,A BETTER COMMUNITY - DAYTON EDUCATION FOUNDATION,990EZ,93492317021457,201703179349202145,A BETTER COMMUNITY-DAYTON EDUCATION FOUNDATION,% SALLY ANGARAN,PO BOX 219,DAYTON,OR,97114-0219,3,91595.0,237498.0,81216.0,201906.0,T31
873,16624670,EFILE,931255991,201812,9/6/2019 10:54:23 AM,SEASHORE FAMILY LITERACY,990,93493057007059,201900579349300705,SEASHORE FAMILY LITERACY,% MELE SENITILA MCKINLEY,PO BOX 266,WALDPORT,OR,97394-0266,3,91540.0,517596.0,91540.0,201812.0,B90
