EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
936022991,VERNE CATT MCDOWELL CORPORATION,% ALBANY FIRST CHRISTIAN CHURCH,432 FERRY ST SW,ALBANY,OR,97321-2369,0000,03,3,1000,196501,1,04,561602000,1,01,201712,4,2,00,1,12,245377,11746,,,
936023002,UNION CEMETERY ASSOCIATION OF CRAWFORDSVILLE,% CLINT RICE,PO BOX 844,SWEET HOME,OR,97386-0844,0000,13,3,1000,199907,1,00,000000000,1,01,201804,6,5,01,0,04,2060081,557901,147465,Y50,
936023022,SALEM PILOTS ASSOCIATION,,PO BOX 105,SALEM,OR,97308-0105,0000,07,3,1000,201411,2,00,281319000,1,01,201809,0,0,02,0,09,0,0,0,N50,
936023043,MASONRY WELFARE TRUST,,9848 E BURNSIDE ST,PORTLAND,OR,97216-2330,0000,09,3,1000,195711,2,00,264000000,2,01,201712,7,8,01,0,12,6194238,10119259,9952822,,
936023044,CEMENT MASONS-EMPLOYERS TRUST,,9848 E BURNSIDE ST,PORTLAND,OR,97216-2330,0000,09,3,1000,196001,2,00,264000000,2,01,201712,7,8,01,0,12,5621936,11585860,7783883,,
936023047,HEAT AND FROST INSULATORS AND ALLIED WORKERS LOCAL 36 HEALTH TRU,,12205 SW TUALATIN RD STE 200,TUALATIN,OR,97062-7919,0000,09,3,1000,195805,2,00,264000000,2,01,201712,8,7,01,0,12,11672705,8687145,5333089,,36 LOCAL HEAT AND FROST INSULATORS
936023048,HARRISON ELECTRICAL WORKERS TRUST FUND,,PMB 116 5331 SW MACADAM,PORTLAND,OR,97239-6104,0000,09,3,1000,195709,2,00,264000000,2,01,201712,9,9,01,0,12,226928945,178595026,122722757,,
936023076,INTERNATIONAL RIGHT OF WAY ASSOCIATION,% ANNA MICHALSKI,660 HAWTHORNE AVE SE STE 220,SALEM,OR,97301-6685,1438,06,9,2000,195812,2,00,059000000,5,01,,3,3,02,0,06,,,,,03
936023103,PI BETA PHI,% MRS GENE WILLIAMSON,3345 ROSEMONT WAY,EUGENE,OR,97401-7081,0000,02,3,1000,194205,2,00,036034319,5,01,201708,6,4,01,0,08,2132664,394492,394492,,OR ALPHA HOUSE
936023112,BRITT MEMORIAL SCHOLARSHIP FUND,,PO BOX 1746,MEDFORD,OR,97501-0136,0000,91,0,1000,000000,0,00,000000000,0,12,201712,3,3,02,0,12,91150,36896,6549,,
936023279,OREGON AGATE & MINERAL SOCIETY,% TREASURER,5227 SE HENDERSON ST,PORTLAND,OR,97206-8226,0000,03,3,2000,193904,1,16,059000000,1,01,201712,0,0,02,0,12,0,0,0,,
936023287,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% NICHOLE MURTAUGH,420 EAST COLLEGE STREET,ATHENA,OR,97813-0000,1741,06,9,2000,196506,2,00,205000000,5,01,201806,0,0,02,0,06,0,0,0,,OR IOTA CHAPTER
936023298,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% WINIFRED KOVACIK,2780 NW 29TH ST APT F,CORVALLIS,OR,97330-3561,1050,03,9,1200,194907,1,16,059062061,5,01,201712,0,0,02,0,12,0,0,0,,WINEMA DAR
936023328,ANIMAL DEFENDERS LEAGUE INC,,24680 NW MEEK RD,HILLSBORO,OR,97124-8500,0000,03,3,4000,200804,1,15,999000000,1,01,201612,4,1,02,0,12,136382,1558,1558,D20,
936023343,CASCADE ALUMNI CLUB OF SIGMA PI,,1609 SW 18TH ST,PENDLETON,OR,97801-4455,0000,07,3,1000,197704,2,00,036034042,1,01,201806,5,4,01,0,06,668274,102214,102214,,
936023355,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% GILLIAN PHILLIPS,2724 NE 60TH AVE,PORTLAND,OR,97213-3906,1050,03,9,1200,194507,1,16,059062061,5,01,201712,0,0,02,0,12,0,0,0,,PORTLAND DAR
936023422,KIWANIS INTERNATIONAL INC,% MIKE MOHAN,PO BOX 282,PRINEVILLE,OR,97754-0282,0026,04,9,1300,194007,2,00,040042000,5,01,201809,3,3,01,0,09,36395,54393,35030,,KIWANIS CLUB OF PRINEVILLE
936023450,ROSE VILLA FOUNDATION INC,,13505 SE RIVER RD,PORTLAND,OR,97222-8038,0000,03,3,1000,196412,1,15,561000000,1,01,201712,7,6,01,0,12,5456840,2938111,679787,P750,
936023621,HOLLAND FAMILY FOUNDATION,,8320 NE SANDY BLVD APT 146,PORTLAND,OR,97220-5072,0000,03,3,1000,196005,1,04,119600602,1,01,201804,3,2,00,1,04,84459,14741,,,
936023666,NORTHWEST CHERRY BRINERS ASSOCIATION INC,% DANA BRANSON,2667 REED RD,HOOD RIVER,OR,97031-9609,0000,06,3,2000,196009,2,00,200000000,1,01,201808,0,0,02,0,08,0,0,0,,
936023713,BLODGETT COMMUNITY CHURCH,WANDA BARNES,PO BOX 62,BLODGETT,OR,97326-0062,0000,03,3,7000,196305,1,10,001000000,1,01,,0,0,06,0,09,,,,,
936023732,FIRST CHURCH OF GOD,,2802 ALTAMONT DR,KLAMATH FALLS,OR,97603-6604,1489,03,9,7000,196007,1,10,001268000,1,01,,0,0,06,0,12,,,,,WANDA OTEY DIRECTOR
936023758,PROFESSIONAL ENGINEERS OF OREGON,,70 SW CENTURY DRIVE,BEND,OR,97702-3557,1613,06,6,2000,196312,2,00,059480205,1,01,201806,4,3,01,0,06,124505,76801,76801,,
936023850,KIWANIS INTERNATIONAL INC,% GEORGE DOUGLASS,PO BOX 1004,CANBY,OR,97013-1004,0026,04,9,1300,194007,2,00,319000000,1,01,201712,0,0,02,0,12,0,0,0,,K02237 CANBY
936023852,LAKEVIEW DISASTER UNIT INC,,PO BOX 1007,LAKEVIEW,OR,97630-0039,0000,03,3,1000,195512,1,15,429000000,1,01,201712,5,4,01,0,12,980511,165112,165112,E62Z,
936023856,MENNONITE MISSION BOARD OF THE PACIFIC COAST CONFERENCE DISTRICT,% JIM SCHWEITZER,1005 SE 53RD AVE,PORTLAND,OR,97215-2642,0000,03,3,7100,196505,1,10,029382000,1,01,,0,0,06,0,10,,,,,
936023901,TRINITY BAPTIST CHURCH OF LEBANON,,PO BOX 6,LEBANON,OR,97355-0006,1675,03,9,7000,196408,1,10,001029000,5,01,,0,0,06,0,12,,,,,
936023910,ALUMNI OF CHI CHAPTER OF THE ALPHA CHI OMEGA,% SALLY BRAILIER,15615 NW BARKTON ST,BEAVERTON,OR,97006-5347,0000,02,3,1000,194412,2,00,399000000,1,01,201707,5,4,01,0,07,642521,227205,215019,,
936023918,EDDYVILLE COMMUNITY CHURCH,,LOCAL,EDDYVILLE,OR,97343-0000,0000,03,3,7000,196305,1,10,001000000,1,01,,0,0,06,0,12,,,,,
936023929,ROTARY INTERNATIONAL,% DONALD S LIDDYCOAT,PO BOX 1213,LAKEVIEW,OR,97630-0048,0573,04,9,1000,194209,2,00,520349200,1,01,201806,0,0,02,0,06,0,0,0,,ROTARY INTERNATIONAL LAKEVIEW
936023932,DELTA KAPPA GAMMA SOCIETY INTERNATIONAL,% MADALINE LAPP,508 LAPP LN,ROSEBURG,OR,97471-9356,1741,06,9,2000,196506,2,00,205000000,5,01,201806,0,0,02,0,06,0,0,0,,OR STATE ORG
936023941,CLEMENS FOUNDATION,,PO BOX 24,ALSEA,OR,97324-0024,0000,03,3,1200,196103,1,04,059040602,1,01,201712,8,7,00,1,12,23885943,6607873,,T20,
936024013,ZION EVANGELICAL LUTHERAN CHURCH,,1025 HIGH ST,KLAMATH FALLS,OR,97601-2831,1709,03,9,7000,194107,1,10,001029000,5,01,,0,0,06,0,03,,,,,
936024017,OCHOCO CHARITABLE FUND,,PO BOX 668,PRINEVILLE,OR,97754-0668,0000,03,3,1000,195304,1,04,040600001,2,01,201712,4,2,00,1,12,404511,12323,,,
936024030,UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES OF THE PLUMBING & PIPE,,20210 SW TETON AVE,TUALATIN,OR,97062-8810,0000,05,3,3000,194101,2,00,263264279,5,01,201706,6,3,01,0,06,1745079,98669,98669,,290 LOCAL BUILDING ASSOCIATION
936024033,FAR WEST LAPIDARY AND GEM SOCIETY,% DEBBIE MCPHERSON,PO BOX 251,COOS BAY,OR,97420-0028,0000,07,3,1000,196308,2,00,065207059,1,01,201812,0,0,02,0,12,0,0,0,,
936024034,GOOD SAMARITAN HOSPITAL AUXILIARY,,3600 NW SAMARITAN DR,CORVALLIS,OR,97330-3737,0000,03,3,1000,195503,1,16,602561000,5,01,201712,4,4,01,0,12,120436,323439,100549,,
936024043,WENTWORTH FOUNDATION,,26051 SW BOONES FERRY RD,WILSONVILLE,OR,97070-9250,0000,03,3,1000,195404,1,04,600030602,1,01,201712,6,5,00,1,12,1310500,506822,,,
936024058,MUSIC TEACHERS NATIONAL ASSOCIATION INC,% CAROLEE HARBOUR,PO BOX 5335,PORTLAND,OR,97228-5335,3539,03,9,1000,199903,1,16,320000000,5,01,201808,5,4,01,0,08,626415,381937,346937,B03,ROSEBURG OREGON MTA
936024071,FOUR CORNERS ROD & GUN CLUB,,4730 AUBURN RD NE UNIT 5,SALEM,OR,97301-4939,0000,07,3,1000,195305,2,00,319000000,1,01,201806,6,4,01,0,06,1482086,193658,193658,,
936024115,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,% MICHELLE PAOLETTI,PO BOX 922,BAKER CITY,OR,97814-0922,3899,03,9,1000,200210,1,16,123040561,5,01,201806,0,0,02,0,06,0,0,0,I70,111322 BAKER COUNTY OR
936024129,OREGON SCOTTISH RITE EDUCATION FOUNDATION INC,,709 SW 15TH AVE,PORTLAND,OR,97205-1906,0000,03,3,1200,196407,1,17,059000000,1,01,201712,5,4,01,0,12,854140,211106,63589,Y400,
936024141,OREGON LABORERS-EMPLOYERS HEALTH AND WELFARE TRUST FUND,,PO BOX 4148,PORTLAND,OR,97208-4148,0000,09,3,1000,195702,2,00,264000000,2,01,201712,8,9,01,0,12,25682195,50148593,25984258,,
936024155,HELEN PEARCE LIVING TRUST,% PIONEER TRUST COMPANY TRUSTEE,PO BOX 2305,SALEM,OR,97308-2305,0000,03,3,1000,198005,1,04,602000000,2,01,201808,6,4,00,1,08,1109105,184103,,,
936024156,DOROTHY PEARCE TRUST,% PIONEER TRUST BANK,PO BOX 2305,SALEM,OR,97308-2305,0000,03,3,1000,198802,1,04,000000000,2,01,201712,4,3,00,1,12,221477,27606,,,
936024205,ELIZABETH CHURCH CLARKE TEST TRUST,% DAVIDSON TRUST CO,2 CENTERPOINTE DR STE 325,LAKE OSWEGO,OR,97035-8672,0000,03,3,1000,196309,1,04,179000000,2,01,201712,6,4,00,1,12,1404250,164635,,,9-566003880238
936024287,SACRED HEART HOSPITAL GUILD INC,,PO BOX 10905,EUGENE,OR,97440-2905,0000,03,3,1000,195011,1,16,927000000,1,01,201805,4,4,01,0,05,292950,494667,217669,E22I,
936024295,DALLES YACHT CLUB,,PO BOX 775,THE DALLES,OR,97058-0775,0000,07,3,1000,194401,2,00,318279000,1,01,201612,3,2,02,0,12,45550,13003,8055,,
936024307,RIVERMARK COMMUNITY CREDIT UNION,% CHRIS CARDWELL,8505 SW CREEKSIDE PL,BEAVERTON,OR,97008-7165,0728,14,9,1000,194410,2,00,263922921,1,01,201712,9,9,01,0,12,829184553,51926623,51900962,,
936024357,CANBY ROD & GUN CLUB,,PO BOX 311,CANBY,OR,97013-0311,0000,07,3,1000,196009,2,00,350317000,1,01,201512,6,4,01,0,12,1444913,227480,227480,,
936024387,ST PAUL LUTHERAN CHURCH,,750 W KEADY CT,ROSEBURG,OR,97471-2749,1709,03,9,1270,194107,1,10,001000000,5,01,,0,0,06,0,06,,,,,ST PAUL LUTH SCHOOL
936024430,CANBY POST NO 122 THE AMERICAN LEGION,,PO BOX 121,CANBY,OR,97013-0121,0000,19,3,1000,201607,1,00,907908000,1,01,201712,4,3,01,0,12,126180,95745,95745,,
936024468,NEWPORT VOLUNTEER FIRE DEPARTMENT,% BRIAN HAGGERTY,245 NW 10TH ST,NEWPORT,OR,97365-3247,0000,03,3,6000,200010,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,M24,
936024475,BEND TRAP CLUB,% WILLIAM GRAFTON,PO BOX 7774,BEND,OR,97708-7774,0000,07,3,1000,194010,2,00,318317000,1,01,201712,6,4,01,0,12,2828497,101276,101276,,BOB ELLIOTT
936024485,KIWANIS INTERNATIONAL INC,% JACQUELINE TRUAX,PO BOX 1494,MEDFORD,OR,97501-0111,0026,04,9,1300,194007,2,00,040042000,5,01,201709,0,0,02,0,09,0,0,0,,K01082 MEDFORD
936024503,LOGTOWN CEMETERY ASSOCIATION,% JANEEN SATHRE,PO BOX 1111,JACKSONVILLE,OR,97530-1111,0000,13,3,2000,193909,1,00,900000000,5,01,201712,0,0,02,0,12,0,0,0,,
936024504,GENERAL FEDERATION OF WOMENS CLUBS THE OREGON CITY WOMANS CLUB INC,,PO BOX 2102,OREGON CITY,OR,97045-0058,0000,03,3,1000,198905,1,16,600000000,1,01,201705,0,0,02,0,05,0,0,0,,
936024531,ATHENA CIVIC MEMORIAL ASSOCIATION,,PO BOX 12,ATHENA,OR,97813-0012,0000,03,3,1000,201403,1,15,000000000,1,01,201712,4,3,02,0,12,290972,39084,39084,B82,
936024594,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% DIANNA CASEY,3034 SE BRIAN ST,HILLSBORO,OR,97123-7012,1050,03,9,1200,194907,1,16,059062061,5,01,201712,0,0,02,0,12,0,0,0,,DAVID HILL DAR
936024641,AMERICAN ROSE SOCIETY,% CHAROLD BAER,8039 SW 62ND PL,PORTLAND,OR,97219-3120,7044,03,9,2000,198306,1,16,149000000,5,01,201809,4,3,01,0,09,123121,67162,49554,,PORTLAND ROSE SOCIETY
936024656,ROSEBURG WOMENS CLUB,% RAMONDA WECKERLE,PO BOX 2112,ROSEBURG,OR,97470-0447,0000,04,3,3000,195611,2,00,319000000,5,01,201806,3,1,02,0,06,50901,45,45,,
936024669,BETHANY BIBLE CHURCH,% MICHAEL DIEHL,18425 N GERMANTOWN RD,PORTLAND,OR,97231-0000,0000,03,3,7100,198304,1,10,001000000,1,01,,0,0,06,0,12,,,,,
936024699,NEWLIFE BAPTIST CHURCH,,490 OLNEY AVE,ASTORIA,OR,97103-5525,0000,03,3,7000,195204,1,10,001000000,1,01,,0,0,06,0,05,,,,,MICHAEL GRAVES
936024778,AMERICAN LEGION POST 0089 MT ANGEL,% JOE BORSCHOWA,PO BOX 1118,MOUNT ANGEL,OR,97362-1118,0925,19,9,1000,195411,1,00,907908000,1,01,201712,0,0,02,0,12,0,0,0,,
936024785,OREGON PHYSICAL THERAPY ASSOCIATION,,147 SE 102ND AVE,PORTLAND,OR,97216-2703,0000,06,3,2000,195601,2,00,200059000,1,01,201712,5,4,01,0,12,574992,218592,188943,,
936024794,AMERICAN LEGION AUXILIARY,% LINDA LIEBENOW,285 W MAIN ST,HILLSBORO,OR,97123-3962,0964,19,9,1000,194610,1,00,319000000,5,01,201805,0,0,02,0,05,0,0,0,,6 HILLSBORO
936024863,GREENACRES COMMUNITY CHURCH,,93510 GREEN ACRES LN,COOS BAY,OR,97420-8452,0000,03,3,7000,197911,1,10,001006029,5,01,,0,0,06,0,02,,,,,
936024912,YACHATS LADIES CLUB,,PO BOX 96,YACHATS,OR,97498-0096,0000,04,3,1000,199101,2,00,285000000,1,01,201712,0,0,02,0,12,0,0,0,,
936024919,CLACKAMAS COUNTY HISTORICAL SOCIETY,,PO BOX 2211,OREGON CITY,OR,97045-0054,0000,03,3,2000,195603,1,15,062059120,1,01,201706,6,5,01,0,06,1253068,546338,228334,A82Z,
936024925,BETA OMEGA ALUMNAE ASSOCIATION,% KAPPA KAPPA GAMMA-VIANNE PATTERSO,1699 OAK ST,EUGENE,OR,97401-4022,0000,07,3,1000,199410,2,00,200000000,1,01,201806,5,5,01,0,06,967652,623745,623745,,
936024927,THE OREGON STATE FEDERATION OF GARDEN CLUBS INC,% JENNIFER RABNER,1645 HIGH ST,EUGENE,OR,97401-4113,3973,03,9,1200,200305,1,16,356000000,5,01,201806,0,0,02,0,06,0,0,0,C42,EUGENE GARDEN CLUB
936024958,PORTLAND CHRISTADELPHIAN ECCLESIA,,8444 SW 45TH AVE,PORTLAND,OR,97219-3411,0000,03,3,7000,196310,1,10,001000000,5,01,,0,0,06,0,11,,,,,
936024969,CHI OMEGA FRATERNITY,% ROYCE ANN SIMMONS,PO BOX 592,CANBY,OR,97013-0592,0000,07,3,1000,201612,2,00,399000000,1,01,201809,5,4,01,0,09,528564,326731,319401,,CHI OMEGA BUILDING ASSOCIATION
936024990,TURNING POINT CHURCH LEBANON,,30337 FAIRVIEW RD,LEBANON,OR,97355-9398,1489,03,9,7000,196007,1,10,001268000,1,01,,0,0,06,0,12,,,,,
936025010,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,% MARTHA BURRELL,PO BOX 126,SALEM,OR,97308-0126,1050,03,9,1000,194907,1,16,059062061,1,01,201706,5,4,01,0,06,756404,258763,207444,A800,OREGON STATE SOCIETY DAR
936025036,MULTNOMAH ANGLERS & HUNTERS,% MULTNOMAH ANGLERS & HUNTERS,PO BOX 13771,PORTLAND,OR,97213-0771,0000,03,3,1000,201311,1,16,995350000,1,01,201712,0,0,02,0,12,0,0,0,P20,
936025089,DISABLED AMERICAN VETERANS,% ALICE M THOMSEN,PO BOX 1262,MEDFORD,OR,97501-0094,0557,04,9,3000,194206,2,00,908279265,5,01,201606,0,0,02,0,06,0,0,0,,8 JACKSON COUNTY
936025094,PORTLAND AMATEUR RADIO CLUB INC,% TREASURER/ PETER M RODABAUGH,PO BOX 33454,PORTLAND,OR,97292-3454,0000,03,3,1200,200106,1,16,281000000,1,01,201712,0,0,02,0,12,0,0,0,M20,
936025101,DELTA KAPPA GAMMA SOCIETY,% JUNE SPRAUER,15215 SE RIVER FOREST DR,MILWAUKIE,OR,97267-2506,1741,06,9,2000,196506,2,00,205000000,5,01,201806,0,0,02,0,06,0,0,0,,OR CHI CHAPTER
936025105,DELTA KAPPA GAMMA SOCIETY,% JUDY SMITH-CLIFTON,6801 WAGGONER CT,KLAMATH FALLS,OR,97603-9632,1741,06,9,2000,196506,2,00,205000000,5,01,201806,0,0,02,0,06,0,0,0,,OR ALPHA CHAPTER
936025127,CAMP CREEK CHURCH,,RTE 3 BOX 442A,SPRINGFIELD,OR,97478-9803,0000,03,3,7000,196306,1,10,001000000,1,01,,0,0,06,0,12,,,,,
936025146,JORDAN VALLEY AMBULANCE SERVICE,,PO BOX 345,JORDAN VALLEY,OR,97910-0345,0000,03,3,1000,198102,0,16,000000000,0,01,201806,4,3,01,0,06,263217,89867,52329,,
936025148,ST MICHAEL THE ARCHANGEL CATHOLIC CHURCH PORTLAND OREGON,,424 SW MILL ST,PORTLAND,OR,97201-5504,0928,03,9,7000,194603,1,10,000000000,5,01,201406,0,0,06,0,06,,,,,
936025154,ANCIENT FREE & ACCEPTED MASONS OF OREGON,% MICHAEL SULLIVAN,2002 UNION AVE,NORTH BEND,OR,97459-3313,1101,10,9,1000,195010,1,00,150382265,5,01,201804,0,0,02,0,04,0,0,0,,140 NORTH BEND LODGE
936025178,ANCIENT FREE & ACCEPTED MASONS OF OREGON,% THOMAS E VALENTE JR SECRETARY,4090 COMMERCIAL ST SE,SALEM,OR,97302-3839,1101,10,9,1000,195010,1,00,150382265,5,01,201804,0,0,02,0,04,0,0,0,,201 AINSWORTH LODGE
936025179,ANCIENT FREE & ACCEPTED MASONS OF OREGON,% MICHAEL THOMPSON,402 E SHERIDAN ST,NEWBERG,OR,97132-2726,1101,10,9,1000,195010,1,00,150382265,5,01,201704,0,0,02,0,04,0,0,0,,104 NEWBERG LODGE
936025192,MULTNOMAH DENTAL SOCIETY,% LORA MATTSEN,10505 SE 17TH AVE,MILWAUKIE,OR,97222-7475,0000,06,3,2000,196503,2,00,205000000,1,01,201806,3,4,01,0,06,63785,171854,171854,,
936025211,ROTARY INTERNATIONAL,% WILLIAM A HADEN,PO BOX 8111,MEDFORD,OR,97501-0411,0573,04,9,3000,194209,0,00,000000000,1,01,,0,0,01,0,06,,,,,MEDFORD
936025278,MILITARY ORDER OF THE COOTIE OF THE UNITED STATES SUPREME PUP TENT,% VFW SELLWOOD BREAKTHROUGH 4248,5229 SE OAKLAND AVE,OAK GROVE,OR,97267-5020,1710,04,9,3000,196501,2,00,908040907,1,01,201712,0,0,02,0,12,0,0,0,,1 PORTLAND
936025286,NORTH AMERICAN SWISS ALLIANCE,% JOHN SCHRANER,24881 E BRIGHT AVE,WELCHES,OR,97067-9777,0566,08,9,1000,194211,1,00,260265000,1,01,201712,0,0,02,0,12,0,0,0,,55 BRANCH PORTLAND SWISS AMER SOC
936025287,THE OREGON ARCHAEOLOGICAL SOCIETY,,PO BOX 13293,PORTLAND,OR,97213-0293,0000,03,3,1000,199101,1,16,350000000,5,01,201812,0,0,02,0,12,0,0,0,,
936025301,CHRISTIAN SCIENCE SOCIETY KLAMATH FALLS OR,,806 OAK AVE,KLAMATH FALLS,OR,97601-6137,0425,03,9,7000,000000,1,10,000000000,5,01,201312,0,0,06,0,12,,,,,
936025340,ZONTA INTERNATIONAL,% MARIE JACKSON,PO BOX 11171,EUGENE,OR,97440-3371,1219,04,9,3000,196407,2,00,927602319,5,01,201805,0,0,02,0,05,0,0,0,,EUGENE-SPRINGFIELD
936025357,VERY LITTLE THEATER INC,,2350 HILYARD ST,EUGENE,OR,97405-2954,0000,03,3,2000,193603,1,16,119059000,1,01,201706,6,4,01,0,06,1024987,466836,466836,,
936025372,ROTARY INTERNATIONAL,% JANET C TOWLE,PO BOX 385,BEAVERTON,OR,97075-0385,0573,04,9,1000,194209,2,00,520349200,5,01,201806,3,3,01,0,06,40039,73227,73227,S80Z,ROTARY INTERNATIONAL BEAVERTON CLUB
936025406,OREGON FUSHSIA SOCIETY INC,% SUE RANDALL,11689 SW LANCASTER RD,PORTLAND,OR,97219-7664,0000,05,3,1000,201208,2,00,356000000,5,01,201812,0,0,02,0,12,0,0,0,K20,
936025410,FIRST CHURCH OF CHRIST SCIENTIST,,704 OAK ST,HOOD RIVER,OR,97031-1814,0425,03,9,7000,194106,0,10,001000000,5,01,,0,0,06,0,04,,,,,HOOD RIVER
936025431,BULGARO-MACEDONIAN ASSN -PODKREPA-,% LILIA RAYTCHEVA,7425 SW CHERYL LN,BEAVERTON,OR,97008-8809,0000,03,3,1000,201111,1,15,319000000,1,01,201812,0,0,02,0,12,0,0,0,A20,
936025466,BERNARD DALY EDUCATIONAL FUND,,PO BOX 351,LAKEVIEW,OR,97630-0123,0000,03,3,2000,192407,1,04,040000000,2,01,201805,6,6,00,1,05,4525695,1075228,,,
936025585,OREGON CLUB OF EUGENE-SPRINGFIELD,% ED BARCLAY,2300 OAKMONT WAY STE 108,EUGENE,OR,97401-5530,0000,03,3,1000,199111,1,17,034000000,1,01,201707,3,4,01,0,07,58705,266472,128695,B43I,
936025596,OSTEOPATHIC PHYSICIANS & SURGEONS OF OREGON,,4380 SW MACADAM AVE STE 185,PORTLAND,OR,97239-6426,0000,06,3,2000,194411,2,00,205000000,1,01,201712,4,4,01,0,12,214059,433498,359174,,
936025638,ROTARY INTERNATIONAL,% RALPH CHANEY,PO BOX 1552,OREGON CITY,OR,97045-0015,0573,04,9,1000,194209,2,00,520349200,5,01,201806,0,0,02,0,06,0,0,0,,OREGON CITY
936025671,INDEPENDENT ORDER OF ODD FELLOWS,% GEORGIA BOLLINGER,3202 SE HOLGATE BLVD,PORTLAND,OR,97202-3458,0028,08,9,1000,196205,1,00,036382265,5,01,201812,0,0,02,0,12,0,0,0,,137 KLAMATH LODGE
936025713,JOBS DAUGHTERS INTERNATIONAL,% SUE COULTER,PO BOX 3946,WILSONVILLE,OR,97070-3946,3740,03,9,2000,200104,1,15,279319000,1,01,201806,4,3,01,0,06,156914,58439,56447,,GGC OF OREGON
936025722,DORA CEMETERY ASSOCIATION,% ERNIE KREWSON,1811 STONE HEDGE DR NE,KEIZER,OR,97303-1845,0000,13,3,2000,197902,1,00,900000000,1,01,201805,0,0,02,0,05,0,0,0,,
936025725,ANCIENT FREE & ACCEPTED MASONS OF OREGON,% PAUL BLACKBURN,3175 NE IRVING ST,PORTLAND,OR,97232-2506,1101,10,9,1000,195010,1,00,150382265,5,01,201712,0,0,02,0,12,0,0,0,,114 COLUMBIA LODGE
936025727,SOCIETY OF AMERICAN MILITARY ENGINEERS,% TONI LEON,12925 SW GLENN DR,BEAVERTON,OR,97008-5141,1278,03,9,2800,195411,1,16,059205349,5,01,201812,0,0,02,0,12,0,0,0,,S A M E PORTLAND POST
936025783,NATIONAL EXCHANGE CLUB,% RICHARD ROBERTS,P1261O BOX,KLAMATH FALLS,OR,97601-0000,1097,04,9,1000,195009,2,00,059328000,5,01,201806,0,0,02,0,06,0,0,0,,1977 KLAMATH FALLS OR
936025789,SEIU LOCAL 49 WELFARE TR,,PO BOX 4148,PORTLAND,OR,97208-4148,0000,09,3,1000,196104,2,00,264000000,2,01,201705,6,8,01,0,05,3072559,13483141,13250658,,
936025819,ZONTA INTERNATIONAL,% THERESA COLLINS,PO BOX 245,NORTH BEND,OR,97459-0019,1219,04,9,1300,195305,2,00,059160040,1,01,201805,0,0,02,0,05,0,0,0,,COOS BAY AREA
936025866,OREGONIAN PUBLISHING COMPANY PUBLIC BENEFITS INC,,1500 SW 1ST AVE STE 500,PORTLAND,OR,97201-5870,0000,03,3,1000,195503,1,15,298602349,1,01,201712,3,1,01,0,12,36146,9592,9592,,
936025867,FIRST CHURCH OF CHRIST SCIENTIST PARKROSE TWELFTH CHURCH,,14011 NE SAN RAFAEL ST,PORTLAND,OR,97230-4043,0425,03,9,7000,197305,1,10,001000000,1,01,,0,0,06,0,04,,,,,
936025961,ARABIAN HORSE BREEDERS ASSN OF OREGON,,14150 SE 242ND AVE,DAMASCUS,OR,97089-7341,0000,05,3,1000,195401,2,00,065207281,5,01,201711,3,1,02,0,11,28441,4305,4305,,
936025972,INDEPENDENT ORDER OF ODD FELLOWS,% ROXANNE EMERSON,3202 SE HOLGATE BLVD,PORTLAND,OR,97202-3458,0028,08,9,1000,197211,1,00,036382265,5,01,201812,0,0,02,0,12,0,0,0,,144 MILL CITY LODGE
936025981,AMERICAN GUILD OF ORGANISTS,% HEIDI KOHNE,1646 NE 53RD AVE,PORTLAND,OR,97213-2738,1109,03,9,2000,193709,1,15,119059061,1,01,201707,0,0,02,0,07,0,0,0,,806 PORTLAND OR CHAPTER
936026011,SUPREME EMBLEM CLUB OF THE UNITED STATES OF AMERICA INC,% MARIA FLEENER,PO BOX 447,ONTARIO,OR,97914-0447,1065,10,9,1000,196302,2,00,279319000,5,01,201806,0,0,02,0,06,0,0,0,,192 ONTARIO EMBLEM CLUB
936026015,GENEALOGICAL FORUM OF OREGON INC,,2505 SE 11TH AVE STE B18,PORTLAND,OR,97202-1061,0000,03,3,2000,197006,1,16,161180059,1,01,201706,4,4,01,0,06,422602,103655,101875,,
936026028,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF OREGON,% ARNOLD CHRISTENSEN,1626 WILLAMETTE ST,EUGENE,OR,97401-4046,1023,04,9,1000,194203,1,00,907908000,1,01,201812,0,0,02,0,12,0,0,0,,293 WILLAMETTE
