,year,ein,object_id,taxpayer_name,compensation
5488,2018,930825788,201822399349300887,TILLAMOOK COUNTY FAMILY YMCA FOUNDATION,0
7056,2018,931043552,201822399349300147,ROTARY CLUB OF MCMINNVILLE FOUNDATION,0
442,2018,911662698,201822369349300842,CRAFT3,6390672
4792,2018,930556144,201822369349300827,TUALATIN VALLEY SPORTSMENS CLUB,0
2444,2018,911786717,201822359349300407,DAREN LINDLEY MINISTRIES INC,88700
4934,2018,936041248,201822299349300807,COOS ART MUSEUM,146818
1862,2018,911794627,201822299349300522,WALLOWA RESOURCES INC,732036
1036,2018,930444844,201822279349303452,OREGON HEALTH CARE ASSOCIATION,2640046
2046,2018,460923905,201822279349303182,YOUTH MUSIC PROJECT,1068520
2608,2018,472352652,201822279349303157,PACIFIC RETIREMENT SERVICES FOUNDATION INC,0
3542,2018,931151372,201822279349303017,APPLEGATE PARTNERSHIP INC,196864
6396,2018,943140850,201822279349302087,TRAIL TENDERS INC,67740
62,2018,931192140,201822279349301902,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,2984891
3420,2018,680443662,201822279349301342,KLAMATH RIVER INTER-TRIBAL FISH AND WATER COMMISSION,52000
2774,2018,930386871,201822279349301237,MULTNOMAH LAW LIBRARY,348837
338,2018,237098400,201822269349302587,NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST INC,14837402
22,2018,930508781,201822269349302547,SKY LAKES MEDICAL CENTER,117767961
5362,2018,930987757,201822269349301067,YOUTH FOR CHRISTEASTERN OREGON INC,61855
4986,2018,911786591,201822259349302122,CANBY EDUCATIONAL FOUNDATION,18777
568,2018,930806912,201822259349301347,RONALD MCDONALD HOUSE CHARITIES OF OREGON AND SOUTHWEST WASHINGTON,1829401
5636,2018,421649091,201822249349300257,WORLD CHILDRENS PROJECT,0
7174,2018,237327825,201822229349301607,KLEOS MINISTRIES INC,0
2236,2018,930702098,201822219349301327,OREGON ASSOCIATION OF WATER UTILITIES INC,819529
1426,2018,930391645,201822219349301212,YOUNG MENS CHRISTIAN ASSOCIATION OF MEDFORD OREGON DBA RV FAMILY YMCA,2103678
3234,2018,236397427,201822209349301252,DESCENDANTS OF THE SIGNERS OF THE DECLARATION OF INDEPENDENCE,0
5204,2018,237324136,201822189349300927,NATL POSTAL MAIL HANDLERS UNION LOCAL 315,175196
3494,2018,203131435,201822159349300842,DAYTIME ENRICHMENT ACTIVITIES AND RECREATION INC,476717
6850,2018,208299156,201822139349301217,WESTERN PAIN SOCIETY,74038
2788,2018,943098623,201822129349301272,CENTRAL OREGON ENVIRONMENTAL CENTER INC DBA - THE ENVIRONMENTAL CENTER,491400
6616,2018,930122383,201822119349301102,BENEV AND PROTECTIVE ORDER OF ELKS 1247,8991
6378,2018,931124114,201822119349300247,SEASIDE DOWNTOWN DEVELOPMENT ASSOCIATION,66851
1310,2018,930501838,201822089349300627,WILLAMETTE LUTHERAN HOMES INC,2187220
5394,2018,931107831,201822079349300882,NORTHWEST SPORTFISHING INDUSTRY ASSOCIATION,149022
3120,2018,931186075,201822059349301317,OREGON CENTER FOR PUBLIC POLICY,503925
3166,2018,931326167,201822019349300242,ANTFARM INC,412691
4968,2018,204758238,201822009349301257,CAPITOL CITY MEDICAL TEAMS,0
4358,2018,931158780,201821999349301052,OREGON HEAD START ASSOCIATION,93609
6988,2018,311702111,201821929349300817,RAINBOW YOUTH GOLF EDUCATION,0
5516,2018,464080885,201821919349300742,ASSIST,166346
2454,2018,930262360,201821909349301217,REAMES GOLF AND COUNTRY CLUB,276552
6556,2018,263156482,201821849349300527,OUTBACK RETIREMENT CENTER INC,3731
3960,2018,936098925,201821739349300952,SOUTHSIDE SOCCER CLUB,200121
4416,2018,930818096,201821719349301207,WESTSIDE ECONOMIC ALLIANCE,228712
3232,2018,931263288,201821719349300107,BARK,559511
3632,2018,237240503,201821709349300637,RAINBOW VILLAGE APTS INC,0
1448,2018,931315508,201821709349300022,NORTHWEST CHILDRENS OUTREACH,0
1364,2018,364642494,201821699349301007,VICTORY ACADEMY INC,2504970
6204,2018,331131242,201821699349300022,SOUTH UMPQUA RURAL COMMUNITY PARTNERSHIP,0
5934,2018,562546108,201821669349301042,CHILDRENS EDUCATIONAL THEATRE INC,126479
4620,2018,931282671,201821659349300642,WIEDEN FAMILY PUBLIC FOUNDATION,0
1220,2018,931235731,201821649349301072,SID AND KAREN DEBOER FOUNDATION,0
5456,2018,931216396,201821649349300942,RIDGEWAY VILLAGE ASSOCIATES INC,0
6034,2018,931216397,201821649349300837,SAGINAW VILLAGE ASSOCIATES INC,0
1398,2018,952247299,201821639349300822,REFRIGERATING ENGINEERS AND TECHNICIANS ASSOCIATION,944653
4632,2018,930748805,201821589349300237,UNION PLAZA INC,0
6134,2018,463450243,201821579349301112,OTHER 98 PERCENT LAB,0
5404,2018,930855877,201821569349300407,CHETCO ACTIVITY CENTER INC,107011
6854,2018,931192718,201821499349300447,WALLOWA BAND NEZ PERCE TRAIL INTERPRETIVE CENTER,39097
2174,2018,930465079,201821499349300277,BENTON COUNTY SCHOOLS CREDIT UNION,597500
5608,2018,260656613,201821389349300817,FRIENDS OF TRAIN MOUNTAIN,170944
784,2018,930959411,201821389349300347,ASSET SYSTEMS INC,1004066
6126,2018,930666567,201821359349314357,LIVING SPRINGS,0
7188,2018,930702277,201821359349314162,BROWNSVILLE RECREATION CENTER INC,0
2364,2018,930893185,201821359349313697,OREGON STATE POLICE OFFICERS ASSOCIATION,406486
6644,2018,810815949,201821359349313672,STONEWATER MINISTRIES,0
4584,2018,931234708,201821359349313402,DESCHUTES COUNTY HEALTHY BEGINNINGS,289321
2598,2018,930291438,201821359349312697,COLUMBIA EMPIRE VOLLEYBALL ASSOCIATION,237387
3622,2018,264038270,201821359349311542,DISCOVER KLAMATH VISITOR AND CONVENTION BUREAU,169372
5000,2018,980087643,201821359349311122,GRACE NETWORK INTERNATIONAL FKA LOWE CHRISTIAN MISSION,188712
3878,2018,930328464,201821359349309822,PENDLETON CHAMBER OF COMMERCE,219178
2878,2018,930593668,201821359349309152,INTL ASSOCIATION OF FIREFIGHTERS - WASHINGTON COUNTY LOCAL 1660,299379
1508,2018,814219378,201821359349307447,HOUSING NORTHWEST CORVALLIS INC,250372
5498,2018,930493441,201821359349307142,COMMUNITY MUSIC CENTER INC,0
3326,2018,930280680,201821359349306927,SIGMA PHI EPSILON FRATERNITY INC OREGON ALPHA CHAPTER,7060
5372,2018,272614592,201821359349306322,CHASE ME AGAIN,126755
676,2018,930683413,201821359349305637,HORIZON PROJECT INC,6776881
6838,2018,930748742,201821359349304832,STATE OF OREGON SPORTS HALL OF FAME,0
6360,2018,930810920,201821359349303972,SEASIDE ROTARY FOUNDATION INC,0
6234,2018,453301302,201821359349303532,ILLUMINATE INDIA,53798
4310,2018,930919233,201821359349303517,OPTIONS PREGNANCY RESOURCE CENTERS INC,173008
7204,2018,465092490,201821359349300212,CORVALLIS ISLAMIC COMMUNITY,0
2518,2018,680414810,201821349349310297,COOL ROOF RATING COUNCIL INC,0
6122,2018,930523882,201821349349308477,VARSITY HOUSE INC,39958
1290,2018,931029151,201821349349306082,OREGON CHILDRENS THEATRE COMPANY,1761594
3126,2018,202430301,201821349349302982,OREGON FFA FOUNDATION INC,26724
4082,2018,912140609,201821339349300612,WIMAX FORUM,625657
3222,2018,204270408,201821319349304237,SOULFORMATION,353773
358,2018,930498054,201821309349304142,CAPITAL MANOR INC,7114736
1858,2018,930306515,201821309349303132,INTERNATIONAL BROTHERHOOD OF TEAMSTERS 206 TCWH,887204
4246,2018,931327535,201821309349302807,COASTER THEATRE PRODUCTIONS,145474
5524,2018,841641552,201821289349302367,OREGON ASSOCIATION OF REALTORS HOME FOUNDATION,0
6530,2018,930111590,201821289349300317,ALPHA TAU OMEGA - ALPHA SIGMA CHAPTER,0
7206,2018,930771865,201821239349301477,BIRTHRIGHT OF HILLSBORO INC,0
5104,2018,880267457,201821229349301132,NATIONAL WILDFIRE SUPPRESSION ASSOCIATION INC,138012
5154,2018,931209508,201821209349301612,VILLAGE DAY CARE INC,123944
4508,2018,841482706,201821179349301137,WRITE AROUND PORTLAND,250449
3834,2018,930858825,201821169349300742,PACIFIC COMMUNITIES HEALTH DISTRICT FND,0
6726,2018,931175835,201821149349300927,PORT OF BANDON ECONOMIC DEVELOPMENT FUND,0
5294,2018,930112193,201821149349300872,AMERICAN LEGION AUXILIARY DEPARTMENT OF OREGON,34804
190,2018,930232310,201821139349300517,MULTNOMAH ATHLETIC CLUB,21751285
5570,2018,930930394,201820829349301042,MCMINNVILLE DOWNTOWN ASSOCIATION,106953
2946,2018,274016418,201820749349301852,DESCHUTES COUNTY 4-H AND FFA LIVESTOCK AUCTION ASSOCIATION,0
1876,2018,930358258,201820739349300632,SURPLUS LINE ASSOCIATION OF OREGON,262873
6808,2018,936032369,201820609349301457,QUINCY WATER ASSOCIATION INC,0
1540,2018,930238010,201820549349300312,NORTHWEST FOOD PROCESSORS ASSOCIATION,1231232
7092,2018,930247078,201820539349300012,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES LOCAL NO 10,0
4860,2018,943067140,201820479349300402,HERMISTON HIGH SCHOOL SPORTS BOOSTE,0
4128,2018,930923775,201820449349300737,LIFT URBAN PORTLAND,133497
6142,2018,943179782,201820369349301462,RVM ROSEBURG HOUSING CORPORATION OAK GROVE RETIREMENT CENTER,43135
6538,2018,311662259,201820369349301222,RVM GRANTS PASS II HOUSING CORPORATION FOOTHILL II RETIREMENT CENTER,34140
6466,2018,311587420,201820369349301032,RVM ROSEBURG II HOUSING CORPORATION MEADOW CREEK RETIREMENT COMMUNITY,32730
1982,2018,263630613,201820329349300122,SILVIES RIVER CHARTER SCHOOL,741542
580,2018,930613108,201820169349300812,FRIENDSHIP HEALTH CENTER,7123411
1334,2018,205491659,201813589349300706,LEWIS AND CLARK MONTESSORI PUBLIC,2632757
3002,2018,931009470,201813559349300621,CAPITAL COMMUNITY TELEVISION INC,658870
3842,2018,931151382,201813549349301656,GARDEN HOME COMMUNITY LIBRARY ASSOCIATION INC,348390
1570,2018,452995516,201813549349301076,HOPE CHINESE CHARTER SCHOOL,1772948
1684,2018,530803417,201813549349300331,SHEET METAL AIR RAIL AND TRANSPORTATION LOCAL 100 VACATION PLAN,0
4612,2018,800762454,201813549349300306,FRIENDS OF WILLAMETTE FALLS MEDIA CENTER,181233
6766,2018,474053295,201813529349300316,NATIONAL NEON SIGN MUSEUM,0
4004,2018,930943539,201813519349300626,ST FRANCIS SHELTER,175444
7014,2018,237052987,201813489349301261,SALEM ACADEMY FOUNDATION INC,0
5968,2018,237165423,201813489349300921,RISK AND INSURANCE MANAGEMENT SOCIETY OF OREGON,0
4220,2018,930297164,201813479349301261,TILLAMOOK AREA CHAMBER OF COMMERCE,140548
6230,2018,936042268,201813479349301116,OREGON STATE FLYING CLUB,0
4466,2018,821826994,201813449349300866,FABER INSTITUTE,0
3898,2018,431432021,201813449349300816,GAAS MANTECH INC,0
5878,2018,930852042,201813419349300311,CENTER FOR COMMUNITY COUNSELING,166703
1272,2018,943455260,201813409349300906,BANDON COMMUNITY HEALTH CENTER,1784752
1454,2018,943089073,201813399349300541,ARBOR SCHOOL OF ARTS AND SCIENCES,1840290
7270,2018,931088268,201813399349300416,UNIVERSITY RADIOLOGISTS PC,0
4104,2018,936039354,201813389349300861,PTA LAURELHURST OREGON CONGRESS,0
1306,2018,205866897,201813389349300516,ALLIANCE CHARTER ACADEMY,2756091
5248,2018,930442683,201813379349300086,OREGON STATE PHARMACEUTICAL ASSOCIATION,0
4930,2018,930253202,201813379349300006,PI BETA PHI FRATERNITY OREGON ALPHA CHAPTER,0
702,2018,930624672,201813339349301031,CLACKAMAS COUNTY CHILDRENS COMMISSION,6478790
6648,2018,931299899,201813329349300906,JACKSONVILLE COMMUNITY CENTER,0
6476,2018,930136599,201813309349300906,CASCADE SKI CLUB INC,54329
236,2018,202587840,201813309349300241,OREGON CONNECTIONS ACADEMY,14542637
1170,2018,930850926,201813259349300806,WASHINGTON COUNTY VISITORS ASSOCIATION,862078
5002,2018,931028727,201813249349300206,CASCADE TEAM PENNING ASSOCIATION,0
1648,2018,680642817,201813249349300116,MILWAUKIE ACADEMY OF THE ARTS,360604
4856,2018,237328974,201813239349300781,WASHINGTON COUNTY POLICE ASSOCIATION,59794
3572,2018,814978022,201813209349301621,AHSC QALICB,0
7038,2018,930786938,201813209349300911,PENDLETON FRIENDS OF THE LIBRARY,0
4974,2018,203651672,201813209349300816,SANCTUARY AND SACRED SPACES,14236
4522,2018,931507832,201813199349320136,CHRIST CENTERED MINISTRIES,352964
3726,2018,943058546,201813199349319856,OREGON ASSN OF MINORITY ENTREPRENE,322675
256,2018,930463816,201813199349319061,WILLAMETTE VIEW INC,12631961
690,2018,930112708,201813199349318616,AL KADER TEMPLE,169557
3928,2018,930867677,201813199349318421,NORTH LINCOLN HOSPITAL FOUNDATION,0
2722,2018,205922785,201813199349318361,GREATER PORTLAND INC,710310
5348,2018,205593328,201813199349317716,TRAUMA HEALING PROJECT INC,119904
4582,2018,931051752,201813199349317511,COOS COUNTY HABITAT FOR HUMANITY,151921
28,2018,930391573,201813199349317146,GOOD SAMARITAN HOSPITAL CORVALLIS,226856192
1276,2018,931038306,201813199349317001,BOYS AND GIRLS CLUB OF SALEM MARION AND POLK COUNTIES FOUNDATION,0
780,2018,237169042,201813199349316496,MENTAL HEALTH FOR CHILDREN INC,4644529
2428,2018,472022300,201813199349316301,BEAVERTON HIGH SCHOOL SUCCESS FUND CHRISTOPERSON,28298
2702,2018,311682324,201813199349315861,QUECHUA BENEFIT,143095
2604,2018,930766082,201813199349315276,CROOKED RIVER RANCH WATER COMPANY,250420
3436,2018,930992858,201813199349315121,MANO A MANO,234847
656,2018,930814473,201813199349314881,NORTHWEST HOUSING ALTERNATIVES INC,2928949
2580,2018,930934830,201813199349313866,AFFILIATED TRIBES OF NW INDIANS,247306
7238,2018,202196599,201813199349313276,BEND PADDLE TRAIL ALLIANCE INC,0
5644,2018,454810269,201813199349312536,GHANAHOPE FOUNDATION,0
6196,2018,814098939,201813199349312301,CENTRAL OREGON HEALTH QUALITY ALLIANCE,0
6288,2018,936029134,201813199349312296,CHINESE CONSOLIDATED BENEVOLENT ASSOCIATION,23067
3920,2018,931309767,201813199349311506,CANYON GLEANERS,0
1502,2018,461492331,201813199349310036,BLUESUN INC,2560833
5940,2018,930866964,201813199349309396,OREGON AGRICULTURE IN THE CLASSROOM,110983
3604,2018,201816376,201813199349308411,MARK 2 MINISTRIES INC,376957
3946,2018,462172193,201813199349308141,CASCADE EDUCATIONAL BROADCAST SVCS DBA XRAYFM,262408
2160,2018,931158929,201813199349308101,ASHLAND PARKS FOUNDATION,0
178,2018,936024307,201813199349307796,RIVERMARK COMMUNITY CREDIT UNION,18424801
2182,2018,930930076,201813199349307661,OREGON AMATEUR SPORTS FOUNDATION,112888
6486,2018,936033818,201813199349307281,RIM ROCK RIDERS,27920
3338,2018,931127001,201813199349307086,OREGON GARDEN FOUNDATION,19298
6418,2018,352241027,201813199349306956,WORLD PRIVACY FORUM,181269
2266,2018,930829653,201813199349306731,GOSPEL RESCUE MISSION OF GRANTS PASS,456814
5946,2018,931242941,201813199349306571,MCMINNVILLE SCHOOL DISTRICT 40 EDUCATION FOUNDATION,0
6702,2018,472594859,201813199349306256,HERMISTON JUNIOR ACADEMY FOUNDATION,0
5532,2018,840976800,201813199349306191,UNITED STATES AMATEUR BOXING FOUNDATION,0
1546,2018,930751998,201813199349305651,OREGON COUNTRY FAIR,421514
4106,2018,936041286,201813199349305426,YAMHILL ENCAMPMENT CORPORATION,181917
3776,2018,930603023,201813189349313576,TIMBERHILL RACQUET CLUB INC,320294
6102,2018,352190336,201813189349313406,BASIN UNITED SOCCER CLUB INC,56889
3500,2018,930699888,201813189349313321,EPISCOPAL BISHOP OF OREGON FOUNDATION,0
1444,2018,611541009,201813189349313206,VOXENT,1006418
2888,2018,931177971,201813189349312896,PORTLAND INSTITUTE FOR CONTEMPORARY ART,807118
6040,2018,931321388,201813189349312826,TILLAMOOK BAY WATERSHED COUNCIL,54022
1118,2018,930851281,201813189349312521,KLAMATH DEFENDER SERVICES INC,1283246
132,2018,930492535,201813189349312391,OREGON COMMUNITY CREDIT UNION,28850471
1318,2018,931069099,201813189349312276,BROADWAY ROSE THEATRE CO,1183116
5762,2018,930745985,201813189349312031,GRANTS PASS MUSEUM OF ART,57058
2582,2018,930818429,201813189349310796,CAMELOT THEATRE COMPANY,232876
4844,2018,931320700,201813189349310566,STANDUPGIRLCOM FOUNDATION,137978
5558,2018,800697682,201813189349310556,FAMILY FORWARD ACTION FUND,135197
2854,2018,800436735,201813189349310516,FAMILY FORWARD OREGON,405405
5094,2018,464365248,201813189349310396,GRANTS PASS SOBERING CENTER INC,0
1092,2018,237061622,201813189349310246,MT HOOD COMMUNITY COLLEGE DISTRICT FOUNDATION INC,0
4422,2018,611666668,201813189349309081,MARION COUNTY JUNIOR LIVESTOCK AUCT,0
2278,2018,931202044,201813189349308836,PATH MINISTRIES INTERNATIONAL,149328
4990,2018,936015374,201813189349308036,ROSE CITY YACHT CLUB INC,0
6626,2018,931147600,201813189349306706,COOS BAY RESPONSE COOPERATIVE INC,67756
4308,2018,930872565,201813189349306296,PUBLIC SAFETY CHAPLAINCY INC,389927
6446,2018,930736827,201813189349305856,RASK MEMORIAL FUND,0
1382,2018,930772836,201813189349305541,CENTRAL CHRISTIAN SCHOOL,1102728
4532,2018,930698692,201813189349305381,AMERICAN-HELLENIC EDUCATIONAL CENTER INC,98151
4768,2018,275222528,201813189349304881,RED SWEATER PROJECT,102456
6748,2018,813331392,201813189349304106,RITTER LAND MANAGEMENT TEAM,21736
4076,2018,61669651,201813189349303246,NORTHWEST WORKERS JUSTICE PROJECT,351536
1620,2018,454131862,201813189349303121,PETROS NETWORK,47878
2060,2018,930384007,201813189349301341,JUNIOR ACHIEVEMENT OF OREGON AND SW WASHINGTON INC,907852
1770,2018,930692907,201813189349300606,PROVIDENCE COMMUNITY HEALTH FOUNDATION,196422
4330,2018,931150592,201813179349308461,REDMOND LEARNING CENTER AND CHILDCARE,328300
5438,2018,300517572,201813179349308451,SERVING OUR VETERANS AT HOME,0
734,2018,930718337,201813179349308436,OREGON ZOO FOUNDATION,1290713
120,2018,936041903,201813179349308256,NELSON TRUST,0
3538,2018,930302009,201813179349308141,UNITED METAL TRADES ASSOCIATION,452351
24,2018,930438772,201813179349307831,OREGON DENTAL SERVICE,55392587
1414,2018,930391555,201813179349307806,OREGON TRAIL COUNCIL INC BOY SCOUTS OF AMERICA 697,1035332
5992,2018,261529986,201813179349307356,OREGON DACHSHUND RESCUE INC,31586
5660,2018,931265446,201813179349306941,NANISH SHONTIE,70856
7046,2018,320080103,201813179349305611,LANE COUNTY MEDICAL SOCIETY FDN,0
906,2018,237113266,201813179349305396,LANE COMMUNITY COLLEGE FOUNDATION,483473
816,2018,930811291,201813179349304096,PORTLAND COMMUNITY COLLEGE FOUNDATION INC,0
4366,2018,201421190,201813179349303926,CLACKAMAS HERITAGE PARTNERS,135850
4102,2018,811337449,201813179349303351,KLAMATH WORKS INC,352183
4124,2018,930799089,201813179349303126,CANBY KIDS INC,19111
2708,2018,931156358,201813179349303026,HISPANIC METROPOLITAN CHAMBER,635585
4016,2018,273823320,201813179349302071,ROSEWOOD INITIATIVE,348376
5882,2018,472747562,201813169349305851,BETTER TOGETHER CENTRAL OREGON,0
1582,2018,931299878,201813169349304941,CREATIVE SUPPORTS INC,1122844
4882,2018,813530015,201813169349304831,LETS TALK DIVERSITY COALITION LETS TALK DIVERSITY COALITION INC,147714
2232,2018,450501163,201813169349304321,CITY VIEW CHARTER SCHOOL,1167040
2962,2018,931156152,201813169349304156,JULIETTES HOUSE,545185
1844,2018,930241680,201813169349303161,OREGON BANKERS ASSOCIATION,1052280
474,2018,930713827,201813169349303041,LUIS PALAU ASSOCIATION,5594142
6406,2018,930796366,201813169349302896,ROLF AND ALICE KLEP EDUCATIONAL AND CHARITABLE TRUST,0
106,2018,930583856,201813169349302871,COLUMBIA LUTHERAN CHARITIES,54299381
7096,2018,421621398,201813169349301611,TAKI CONCORDIA CONDUCTING,0
2488,2018,930188235,201813169349301526,GREATER HILLSBORO AREA CHAMBER OF COMMERCE,726380
3172,2018,931320715,201813169349300936,PORTLAND BALLET FKA PACIFIC ARTISTS FOUNDATION INC,467729
7026,2018,916478597,201813169349300636,ERNST FAMILY FOUNDATION,0
5542,2018,200526917,201813169349300441,SKATECHURCH INC,179823
5654,2018,721613215,201813159349300406,OPEN SOURCE GEOSPATIAL FOUNDATION,0
6304,2018,931229674,201813149349300231,KNAPPA SCHOOLS FOUNDATION,0
2644,2018,930731192,201813139349304011,GROWING TREE CHILDRENS CENTER INC,805999
1868,2018,936032883,201813139349303626,AMERICAN RHODODENDRON SOCIETY PORTLAND CHAPTER,91769
6200,2018,20780463,201813139349303581,NEXT GENERATION NEPAL,125743
7302,2018,931070640,201813139349303196,GRESHAM AREA CHAMBER FOUNDATION,0
5304,2018,931317190,201813139349303166,VISION ACTION NETWORK,183201
3460,2018,931079518,201813139349303116,BROOKINGS-HARBOR SCHOLARSHIP FOUNDATION INC,0
4928,2018,931226903,201813139349303056,HEARTS AND VINES FOUNDATION,0
3204,2018,680506282,201813139349302431,NEXTSTEP RECYCLING,570342
860,2018,460534726,201813139349302266,CENTRAL OREGON HEALTH COUNCIL,506102
3668,2018,451510255,201813139349301961,COALITION OF OREGON LAND TRUSTS,145881
1974,2018,931252146,201813129349303651,SOFTWOOD EXPORT COUNCIL,94672
2290,2018,510510512,201813129349303516,BUILDING HEALTHY FAMILIES,733578
3370,2018,237147034,201813129349303396,ALBANY BOYS AND GIRLS FOUNDATION INC,0
5472,2018,931097559,201813129349303261,GRANTS PASS AREA HABITAT FOR HUMANITY INTERNATIONAL INC,7695
5750,2018,930558405,201813129349303016,OREGON FIRE DISTRICT DIRECTORS ASSOCIATION,0
5168,2018,936039316,201813129349302666,PTA CLEVELAND HIGH SCHOOL OREGON CONGRESS,0
6424,2018,943046552,201813129349302451,DH INC,0
5622,2018,510162615,201813129349302151,DOUGLAS TIMBER OPERATORS,54020
878,2018,943092446,201813129349302046,SOUTH COAST HOSPICE AND PALLIATIVE CARE SERVICES INC,3256064
1886,2018,930838318,201813129349301146,CATHOLIC BROADCASTING NORTHWEST INC DBA MATER DEI RADIO,504168
1422,2018,930882138,201813119349301476,NORTHWEST OSTEOPATHIC MEDICAL FOUNDATION,147992
1558,2018,331027254,201813109349302636,BRIDGEWAY HOUSE,1979050
3288,2018,930813269,201813109349302421,A CHILDS WAY KINDERGARTEN PRESCHOOL,584334
6540,2018,462044991,201813109349302111,APP CAMP FOR GIRLS,99037
1510,2018,930196211,201813109349301811,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 659,1217575
380,2018,930558819,201813109349301501,ELKS YOUTH EYE SERVICE 97303290,0
4916,2018,931250482,201813109349300926,LOURDES PUBLIC CHARTER SCHOOL LINDA DUMAN,290733
3492,2018,237088803,201813109349300601,OREGON ASSOCIATION FOR THE EDUCATION OF YOUNG CHIL,294902
2904,2018,931266613,201813099349302756,BASIC RIGHTS EDUCATION FUND,374341
4302,2018,462783389,201813099349302311,ARISE RWANDA MINISTRIES INC,0
5114,2018,931229840,201813099349301576,OREGON AND SW WASHINGTON DRYWALL,0
3606,2018,930873279,201813099349301091,EUGENE PUBLIC LIBRARY FOUNDATION,82143
6504,2018,911923482,201813069349300406,AFFILIATED TRIBES OF NW INDIANS,81361
3298,2018,931256066,201813059349302271,PORTLAND TENNIS AND EDUCATION,466079
2622,2018,943079515,201813059349302096,PROVIDENCE MILWAUKIE FOUNDATION,167633
1730,2018,462580975,201813059349301921,GOLF CHARITIES FOUNDATION INC,0
6422,2018,931097038,201813059349301486,CENTRAL EAST PORTLAND ROTARY FOUNDATION INC,0
5448,2018,930688381,201813059349301116,COTTAGE GROVE COMMUNITY HOSPITAL FOUNDATION,0
6554,2018,931044679,201813049349301956,CASCADE COMMUNITY DEVELOPMENT INC,44009
5772,2018,931183339,201813049349301746,FRIENDS OF ESTACADA COMMUNITY CENTER INC,103760
5700,2018,810969124,201813049349301501,HIKE IT BABY,76829
3054,2018,841239976,201813039349301816,GANGAJI FOUNDATION,538709
7234,2018,931031070,201813039349301401,KIDS ON THE BLOCK,0
5398,2018,930568258,201813029349302006,BAYSHORE BEACH CLUB,66670
1788,2018,371780990,201813029349302001,EASTERN OREGON WORKFORCE BOARD,447733
4056,2018,930730133,201813029349301511,MULTNOMAH HOLINESS ASSOCIATION,39701
3130,2018,455588592,201812999349300641,BETHLEHEM CHRISTIAN PRE-SCHOOL INC,574085
3318,2018,911492542,201812999349300241,INTERNATIONAL SOCIETY OF ARBORICULTURE PACIFIC NORTHWEST CHAPTER,212875
1068,2018,461771584,201812989349301751,JEFFERSON HEALTH INFORMATION EXCHANGE RELIANCE EHEALTH COLLABORATIVE,1367604
1596,2018,930901132,201812989349301616,NORDIC NORTHWEST,295446
2176,2018,931092457,201812989349301331,ELDERSERV,0
6980,2018,300191594,201812969349301206,PIONEER ABODES LTD,0
5698,2018,455386813,201812969349300016,EMERGING LOCAL GOVERNMENT LEADERS NETWORK,93488
4470,2018,931261279,201812959349300826,TILLAMOOK FOREST HERITAGE TRUST,0
5966,2018,930756528,201812919349300231,VETERANS OF FOREIGN WARS DESCHUTES,0
2894,2018,391656980,201812909349301511,COMIC BOOK LEGAL DEFENSE FUND,309536
1826,2018,930642086,201812909349301416,1000 FRIENDS OF OREGON,715302
2220,2018,911824494,201812909349300941,PIA SCHOOLS ASSOCIATION,610651
3740,2018,311012952,201812889349302301,OREGON SWIMMING INC,100728
5096,2018,910353245,201812849349301866,PACIFIC NORTHWEST GRAINANDFEED ASSOC,0
3434,2018,931148994,201812839349301381,GRESHAM BARLOW EDUCATION FOUNDATION,36731
6300,2018,943085792,201812839349301316,REACH APARTMENTS INC,0
2264,2018,462750726,201812839349301251,ELDERHEART INC,337625
5730,2018,943041307,201812839349301146,COMMUNITY HOUSING INC,0
6600,2018,931209647,201812839349301081,MARION STREET APARTMENTS INC,0
6502,2018,830436350,201812829349301501,LORD AND SCHRYVER CONSERVANCY,57132
6216,2018,237020093,201812829349301186,ASSISTANCE LEAGUE OF CORVALLIS INC,0
182,2018,936024141,201812829349300536,OREGON LABORERS - EMPLOYERS HEALTH AND WELFARE TR FUND,0
6022,2018,931272814,201812819349300971,BANDON SUBMARINE CABLE COUNCIL,0
5680,2018,464599820,201812769349300111,CORVALLIS SOCCER CLUB,137395
2090,2018,911829147,201812749349301301,TOWER THEATRE FOUNDATION INC,699319
3656,2018,930474342,201812749349301141,OREGON TELECOMMUNICATIONS ASSOCIATION,286374
5034,2018,930390147,201812729349300701,LINNTON COMMUNITY CENTER,163094
6902,2018,911350861,201812719349300146,EVERGREEN BUILDING PRODUCTS ASSOCIATION,0
4784,2018,237393223,201812709349300326,LABORS COMMUNITY SERVICE AGENCY INC,156431
754,2018,463274093,201812679349301201,WINDING WATERS MEDICAL CLINIC,3831266
5784,2018,743062657,201812679349300531,MARATHON EDUCATION PARTNERS INC,180218
7228,2018,936027839,201812649349301016,BETA RHO ALUMNI ASSN,31091
2828,2018,911779425,201812629349300641,HILLSBORO SCHOOLS FOUNDATION,106954
6860,2018,462972090,201812619349300236,FERTILAB,7459
5676,2018,930911789,201812579349301406,CAMP KIWANILONG BOARD INC,86073
2394,2018,931206828,201812569349300616,ATHLETIC EDGE,420928
1246,2018,271138640,201812569349300216,DRUPALCON INC THE DRUPAL ASSOCIATION,1476017
